Turbine number,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
Port,7.266325177,7.582714334,7.94565871,8.263179201,8.603836512,8.944827165,9.298476856,9.605369071,9.959617939,7.342992612,7.686002378,8.016302613,8.325304382,8.668748845,9.012155785,9.321623035,9.665249371,9.995844804,7.820932666,8.151475845,8.495817122,8.840191121,9.170762748,9.495546984,9.826120377,10.17058753,10.50113416
