day_number,Lat,Long,Hmax,Tp,Dirp,Sprp,Tz,Hs,TSea
26,54.64868270833333,-1.0850752083333333,0.7129166666666666,17.254375,33.577083333333334,31.310416666666665,3.3148125,0.4979166666666666,6.223958333333333
27,54.648746875,-1.0853847916666666,0.8424999999999999,12.884583333333333,82.72916666666667,27.05,3.9489583333333336,0.58,6.160416666666666
28,54.64852416666667,-1.0852704166666667,0.61,15.02375,33.197916666666664,29.568749999999998,3.8044999999999995,0.42,6.238541666666666
29,54.64867770833333,-1.085390625,0.9666666666666667,11.690208333333333,29.73125,17.210416666666667,4.775541666666666,0.6545833333333334,6.188541666666667
30,54.64873291666667,-1.085745,1.0891666666666666,7.289583333333333,73.95625,18.666666666666668,3.9328541666666665,0.6870833333333333,6.223958333333333
31,54.64842479166666,-1.085660625,1.5558333333333332,5.690625,84.78958333333334,24.697916666666668,4.0983125,0.9787500000000001,6.296875
32,54.64844541666667,-1.0859354166666666,1.6879166666666665,6.715416666666666,80.05416666666666,17.53125,4.3373125,1.0964583333333333,6.282291666666667
33,54.648508541666665,-1.0859645833333333,1.985625,6.922291666666666,63.9,17.29375,4.6743958333333335,1.2747916666666665,6.382291666666667
34,54.648642708333334,-1.0858072916666666,2.188125,7.512708333333333,56.92291666666667,15.508333333333333,5.2568125,1.3822916666666665,6.471875
35,54.64846645833333,-1.0854664583333333,1.9643749999999998,8.013958333333333,52.668749999999996,13.418750000000001,6.104104166666667,1.265,6.55
36,54.64843208333334,-1.08546375,1.5789583333333332,7.680208333333334,48.706250000000004,13.227083333333333,5.391145833333333,1.005625,6.520833333333333
37,54.64850375,-1.0855647916666666,1.08,6.557916666666666,53.729166666666664,16.991666666666667,4.68175,0.6731250000000001,6.6375
38,54.64854979166666,-1.0852997916666667,0.5722916666666666,6.754166666666666,77.05416666666666,22.72083333333333,3.909041666666667,0.36437499999999995,6.546875
39,54.64841333333334,-1.085420625,3.606875,9.110416666666667,42.92083333333333,13.785416666666668,5.721374999999999,2.2452083333333333,6.472916666666666
40,54.648663125000006,-1.0852460416666667,1.9241666666666666,9.134583333333333,41.875,19.897916666666667,6.082083333333333,1.2502083333333334,6.504166666666666
41,54.648585833333335,-1.0853558333333333,0.5175,6.42125,108.40208333333334,26.943749999999998,3.2456041666666664,0.34979166666666667,6.5
42,54.64851395833333,-1.0854202083333333,0.5416666666666666,10.086666666666666,25.364583333333332,17.304166666666667,4.843604166666666,0.349375,6.547916666666667
43,54.648459374999995,-1.0855010416666666,0.9035416666666666,9.63,19.758333333333333,16.08125,4.0864375,0.5804166666666667,6.613541666666666
44,54.64858854166667,-1.0850504166666666,1.51375,10.120833333333334,36.50833333333333,15.922916666666666,4.516020833333333,0.979375,6.577083333333333
45,54.64853918367347,-1.0848385714285713,1.3302040816326532,7.414489795918367,33.665306122448975,20.212244897959184,4.765755102040816,0.8848979591836734,6.651020408163265
46,54.648825208333335,-1.0850033333333333,0.7614583333333335,4.050833333333333,153.05,25.21875,2.9965625,0.5002083333333334,6.705208333333334
47,54.64856833333334,-1.0846197916666667,0.8010416666666668,4.729583333333333,224.88750000000002,27.06458333333333,2.8478541666666666,0.5389583333333333,6.782291666666667
48,54.648622708333335,-1.0847841666666667,1.1456250000000001,4.820625,247.85416666666666,19.658333333333335,3.113125,0.726875,6.682291666666667
49,54.64841375,-1.084598125,2.2712499999999998,5.750416666666666,220.27916666666667,18.618750000000002,3.829416666666667,1.42125,6.579166666666667
50,54.648431249999994,-1.0846477083333335,1.8329166666666667,7.535,155.87916666666666,17.2625,4.24425,1.1929166666666666,6.461458333333334
51,54.6484975,-1.0853416666666666,2.325416666666667,8.011875,16.166666666666668,14.99375,5.692666666666667,1.5125,6.564583333333334
52,54.648530625,-1.0856208333333333,1.670625,9.693333333333333,19.641666666666666,12.816666666666668,5.77225,1.0822916666666667,6.697916666666667
53,54.648433125,-1.085575,1.3497916666666667,10.954166666666666,19.087500000000002,11.71875,6.167520833333334,0.9027083333333333,7.0531250000000005
54,54.648590000000006,-1.0855872916666667,0.8158333333333333,10.760416666666666,19.933333333333334,11.622916666666667,6.291229166666667,0.5347916666666667,7.6125
55,54.64857145833333,-1.0855729166666668,0.54,8.803749999999999,38.9125,19.15625,4.4818541666666665,0.34520833333333334,7.426041666666666
56,54.64851916666667,-1.085415625,0.32687499999999997,8.887708333333334,89.21458333333334,22.539583333333336,3.5977083333333333,0.21666666666666667,7.439583333333334
57,54.64861833333333,-1.0855072916666666,0.5120833333333333,10.259791666666667,28.006249999999998,16.370833333333334,4.814979166666666,0.33145833333333335,7.804166666666667
58,54.64862530612245,-1.0854138775510205,0.5183673469387755,16.10591836734694,29.902040816326533,19.122448979591837,5.113530612244897,0.35306122448979593,7.781632653061225
59,54.64867458333333,-1.0854977083333333,0.564375,11.234166666666667,47.71666666666667,21.195833333333333,4.063604166666667,0.35520833333333335,7.841666666666666
60,54.648689999999995,-1.08483375,0.7954166666666667,3.4625,245.36875,21.991666666666664,2.7610833333333336,0.531875,7.358333333333333
61,54.648638541666664,-1.084965,0.5904166666666667,4.7281249999999995,177.74791666666667,26.45625,2.7045,0.38833333333333336,7.1875
62,54.648796874999995,-1.08512125,0.55875,11.050833333333332,30.84375,26.59166666666667,3.4958958333333334,0.3602083333333333,7.296875
63,54.648756875000004,-1.0849210416666668,0.6814583333333334,7.516041666666666,125.8,26.693749999999998,2.6632083333333334,0.47104166666666664,7.429166666666667
64,54.648626666666665,-1.0852089583333333,0.460625,13.046458333333334,38.641666666666666,24.53333333333333,3.7390208333333335,0.300625,7.4937499999999995
65,54.64854166666667,-1.0856397916666667,0.6218750000000001,11.374375,23.795833333333334,19.974999999999998,4.456666666666666,0.39687500000000003,7.772916666666667
66,54.64846375,-1.0857004166666666,0.8120833333333333,8.915416666666667,19.14375,16.13125,4.7432083333333335,0.5189583333333333,7.897916666666667
67,54.648418541666665,-1.0857002083333334,1.0072916666666667,7.822500000000001,21.666666666666668,18.616666666666667,4.411020833333333,0.644375,7.960416666666667
68,54.64838666666666,-1.0855095833333335,2.0974999999999997,6.222083333333334,35.50833333333333,19.716666666666665,4.263041666666667,1.2997916666666667,7.904166666666668
69,54.64852645833333,-1.0856147916666667,1.5591666666666668,6.638125,39.141666666666666,22.14375,4.792104166666667,1.0020833333333334,8.159374999999999
70,54.648502916666665,-1.0855683333333335,0.5895833333333333,6.6777083333333325,19.525,20.454166666666666,4.63675,0.3804166666666667,8.362499999999999
71,54.648508541666665,-1.085535,0.484375,7.797083333333333,27.845833333333335,17.966666666666665,5.039375000000001,0.30791666666666667,8.706249999999999
72,54.64853083333333,-1.0854004166666666,0.4447916666666667,5.757708333333333,51.025,24.66875,4.003458333333334,0.28750000000000003,8.858333333333333
73,54.648637083333334,-1.085229375,0.755,10.587916666666667,21.477083333333336,15.235416666666666,5.251666666666667,0.4770833333333333,9.235416666666667
74,54.648595625000006,-1.0851354166666667,1.5164583333333335,12.799791666666666,22.616666666666664,14.635416666666666,5.0530625,0.9991666666666666,8.851041666666667
75,54.64852979166667,-1.085214375,1.6945833333333333,11.550624999999998,18.066666666666666,11.4,6.007791666666667,1.106875,8.688541666666667
76,54.648676458333334,-1.0849766666666667,1.8314583333333332,10.005625,17.385416666666668,13.947916666666666,5.610354166666667,1.1927083333333333,8.730208333333334
77,54.648708125000006,-1.0847902083333334,0.7947916666666667,10.629166666666666,42.081250000000004,23.96875,3.2382500000000003,0.5554166666666667,8.473958333333334
78,54.64884375,-1.0850820833333332,0.5960416666666667,7.361875,103.50833333333333,26.1375,2.641125,0.4245833333333333,8.334375
79,54.64833958333333,-1.0852197916666666,1.7056250000000002,7.6187499999999995,127.02083333333333,18.166666666666668,4.071083333333333,1.0679166666666666,8.351041666666667
80,54.64838854166666,-1.0853695833333334,1.9952083333333333,7.462708333333333,14.05625,15.24375,4.917854166666666,1.2785416666666667,8.509375
81,54.648695000000004,-1.08594125,1.744375,7.353333333333333,32.206250000000004,20.285416666666666,4.292354166666667,1.1154166666666667,8.498958333333333
82,54.64870416666667,-1.0858700000000001,2.7577083333333334,7.543125,77.01875,22.152083333333334,5.261875,1.7249999999999999,8.362499999999999
83,54.648649791666664,-1.0852470833333332,1.4454166666666666,7.833125,54.64791666666667,23.339583333333334,5.220833333333333,0.90125,8.769791666666666
84,54.6486475,-1.0854910416666665,1.2079166666666667,6.769375,66.16875,25.729166666666668,3.629125,0.7937500000000001,8.654166666666667
85,54.648679375,-1.0852220833333333,0.8327083333333333,7.635625,48.112500000000004,31.422916666666666,3.2252500000000004,0.5452083333333333,8.661458333333334
86,54.64858208333334,-1.08528,0.9941666666666666,8.144791666666666,63.37708333333333,20.997916666666665,4.277666666666667,0.6408333333333334,8.90625
87,54.64859041666667,-1.08582,1.1239583333333334,8.144166666666667,48.84166666666667,18.916666666666668,4.791729166666666,0.73,9.001041666666667
88,54.648410625,-1.0852870833333335,1.7406249999999999,5.807916666666666,95.21458333333334,22.054166666666664,4.59725,1.0922916666666667,8.832291666666666
89,54.64877416666667,-1.0851710416666667,1.4385416666666666,7.920000000000001,44.125,17.425,5.179250000000001,0.92625,9.213541666666666
90,54.64886583333333,-1.0851791666666666,0.7583333333333333,5.935208333333333,140.45416666666668,22.635416666666668,2.958020833333333,0.504375,9.158333333333333
91,54.648747291666666,-1.0849502083333333,0.699375,2.904375,242.54791666666665,21.879166666666666,2.4140625,0.46374999999999994,9.032291666666667
92,54.648563333333335,-1.0854927083333334,0.729375,6.3379166666666675,174.09583333333333,18.787499999999998,3.5933333333333333,0.4741666666666667,9.297916666666667
93,54.648478958333335,-1.085901875,1.4779166666666665,8.281666666666666,15.104166666666666,15.697916666666666,4.808875,0.9387500000000001,9.244791666666666
94,54.64865375,-1.0851791666666666,1.5829166666666667,8.724375,22.208333333333332,15.5875,5.511083333333333,1.01,9.538541666666667
95,54.648564375,-1.0851297916666667,0.969375,8.416041666666667,60.775,19.172916666666666,3.5674375,0.6429166666666667,9.3375
96,54.648719375000006,-1.085149375,0.629375,15.687291666666667,29.295833333333334,27.735416666666666,3.2152291666666666,0.4272916666666667,9.21875
97,54.64870583333333,-1.0852077083333334,0.52375,13.920416666666668,50.88333333333333,28.395833333333332,3.4053958333333334,0.35479166666666667,9.201041666666667
98,54.64860958333333,-1.0853716666666666,0.484375,9.45125,48.724999999999994,25.270833333333332,3.8705,0.313125,9.308333333333334
99,54.64854541666667,-1.0854125000000001,1.1585416666666666,6.239583333333333,29.558333333333334,17.304166666666667,4.367416666666666,0.7258333333333334,9.691666666666666
100,54.64863604166666,-1.0851747916666665,0.8570833333333333,6.981458333333333,10.275,18.818749999999998,4.060270833333333,0.53,9.463541666666666
101,54.64864104166667,-1.0851360416666667,0.4539583333333333,3.671875,184.28958333333333,23.902083333333334,2.5094791666666665,0.29520833333333335,9.816666666666666
102,54.64863125,-1.0854718749999999,0.688125,5.107291666666667,49.518750000000004,26.683333333333334,3.4647291666666664,0.44895833333333335,10.225
103,54.64850916666666,-1.0851491666666666,0.7716666666666666,10.697916666666666,20.28125,19.904166666666665,3.665625,0.5222916666666667,10.355208333333334
104,54.648498749999995,-1.0850654166666667,0.5912499999999999,9.311041666666666,16.460416666666667,18.016666666666666,3.8160833333333333,0.4083333333333334,10.28125
105,54.64847,-1.0853066666666666,0.6181249999999999,9.000208333333333,23.535416666666666,16.7625,4.408291666666667,0.40520833333333334,10.980208333333332
106,54.648603125,-1.0848022916666666,0.6210416666666666,6.940416666666667,62.41458333333333,20.629166666666666,3.461854166666667,0.4164583333333333,10.586458333333333
107,54.648630833333335,-1.0847195833333334,0.7116666666666668,5.194583333333333,210.79375000000002,25.65833333333333,2.6618541666666666,0.4870833333333333,10.083333333333334
108,54.64861604166666,-1.0850389583333333,0.36354166666666665,7.267708333333332,111.83541666666667,24.14375,3.799583333333333,0.22979166666666664,10.404166666666667
109,54.648605833333335,-1.0848839583333334,0.5104166666666666,3.7147916666666667,265.2291666666667,24.81458333333333,2.8758125,0.34125,10.332291666666666
110,54.648672291666664,-1.0850829166666667,0.7833333333333333,4.514583333333333,171.50833333333333,23.743750000000002,3.0493124999999996,0.5033333333333333,10.310416666666667
111,54.64884625,-1.0852889583333334,0.7164583333333333,3.970833333333333,156.80625,26.60625,2.9408958333333337,0.47583333333333333,9.928125
112,54.648781041666666,-1.0850702083333335,0.7831250000000001,3.2468749999999997,227.25833333333333,22.597916666666666,2.6714583333333333,0.51375,9.613541666666666
113,54.648622499999995,-1.0851460416666667,0.6497916666666667,9.661875,36.91458333333333,24.34583333333333,4.184458333333334,0.425,9.729166666666666
114,54.64865791666667,-1.0855418749999999,0.8574999999999999,7.982708333333334,43.10208333333333,19.516666666666666,4.882791666666667,0.5566666666666666,10.03125
115,54.64863166666667,-1.0853872916666667,1.0147916666666668,8.101041666666665,52.708333333333336,19.295833333333334,4.142333333333333,0.6604166666666667,10.008333333333335
116,54.64875479166667,-1.0850647916666667,0.9033333333333333,4.509791666666667,193.89374999999998,21.052083333333332,2.8110625000000002,0.5791666666666667,9.930208333333333
117,54.64852041666666,-1.0850272916666668,0.7154166666666667,4.643125,231.39374999999998,22.45625,2.892125,0.47479166666666667,9.953125
118,54.64844166666666,-1.0854881250000001,1.0502083333333332,9.119791666666666,16.212500000000002,15.74375,4.537354166666667,0.6527083333333333,10.459375
119,54.648469375,-1.085653125,1.1485416666666668,7.791458333333334,17.772916666666667,16.316666666666666,5.286791666666667,0.7218749999999999,11.259375
120,54.64861375,-1.0857949999999998,0.72375,5.61375,47.010416666666664,25.087500000000002,3.9967291666666664,0.48458333333333337,11.332291666666668
121,54.64860395833333,-1.085735625,0.6885416666666666,5.415208333333333,77.88958333333333,23.385416666666668,3.2897916666666664,0.4483333333333333,10.789583333333333
122,54.64861520833333,-1.085724375,0.6175,4.6125,90.03125,26.43958333333333,3.2351875,0.40645833333333337,10.604166666666666
123,54.648435625,-1.0857152083333335,0.5814583333333333,4.399791666666666,69.03125,32.99791666666667,3.4115416666666665,0.37437499999999996,10.985416666666666
124,54.648419375,-1.08563875,1.5737500000000002,5.265416666666666,16.729166666666668,24.51875,4.027708333333334,0.9831249999999999,10.93125
125,54.64857145833333,-1.0855883333333334,1.3010416666666667,8.55125,18.735416666666666,16.883333333333333,5.502166666666667,0.82875,11.445833333333333
126,54.648603333333334,-1.0854691666666667,1.0452083333333333,10.813333333333333,16.920833333333334,13.620833333333332,6.2340625,0.675625,11.705208333333333
127,54.64866145833333,-1.085105,0.8325,9.717291666666666,16.922916666666666,20.78125,3.3661666666666665,0.539375,11.236458333333333
128,54.64853604166667,-1.0851925,0.924375,5.1125,265.1166666666667,19.358333333333334,3.290354166666667,0.604375,11.028125000000001
129,54.648544791666666,-1.0851802083333333,0.7243750000000001,4.748125,187.30208333333334,22.233333333333334,3.3193125,0.4816666666666667,11.094791666666666
130,54.648516666666666,-1.085491875,0.5125000000000001,5.275625,26.375,24.5625,4.184375,0.3354166666666667,11.40625
131,54.64862541666667,-1.0850408333333335,0.5,3.27875,214.83541666666667,27.83125,2.851354166666667,0.3252083333333333,11.382291666666667
132,54.64845291666666,-1.0851991666666667,1.689375,4.838958333333333,148.21875,21.452083333333334,3.596979166666667,0.9954166666666667,11.299999999999999
133,54.64841083333334,-1.0852825,2.471041666666667,7.491041666666667,17.95,15.091666666666667,5.275729166666666,1.5814583333333332,11.5375
134,54.64863166666667,-1.0852541666666666,1.7495833333333335,8.309375000000001,22.5,13.585416666666667,6.3646875,1.0872916666666665,11.909374999999999
135,54.648615416666665,-1.0853814583333332,1.0627083333333334,7.279791666666667,17.389583333333334,14.822916666666666,5.9026250000000005,0.65125,12.625
136,54.64858395833334,-1.0854110416666667,0.9679166666666666,8.965,16.8125,14.183333333333332,6.499312499999999,0.6302083333333334,13.176041666666668
137,54.64857979166666,-1.0850504166666666,0.63875,8.52,16.520833333333332,16.962500000000002,4.798416666666667,0.3933333333333333,13.182291666666666
138,54.64879895833334,-1.0851477083333334,0.5591666666666667,7.889583333333333,32.104166666666664,21.5,3.4107083333333335,0.36520833333333336,12.75
139,54.648667499999995,-1.0854424999999999,0.3020833333333333,7.3950000000000005,21.291666666666668,18.960416666666667,3.6321041666666667,0.19541666666666668,12.867708333333333
140,54.648576041666665,-1.0857310416666668,0.5195833333333334,4.063541666666667,80.83541666666666,28.68541666666667,2.9706458333333337,0.3227083333333333,13.09375
141,54.64863458333334,-1.085715625,1.2447916666666667,5.053125,94.88333333333333,20.287499999999998,3.6401874999999997,0.7577083333333333,12.450000000000001
142,54.648555208333335,-1.0854633333333334,1.075625,6.173541666666666,82.39583333333333,17.552083333333332,4.816458333333333,0.6554166666666666,12.856250000000001
143,54.648623750000006,-1.0854841666666666,0.6920833333333333,5.5964583333333335,81.67916666666666,23.37291666666667,4.297041666666667,0.4375,12.998958333333334
144,54.648575208333334,-1.08550375,1.4402083333333333,5.697916666666667,73.15625,19.958333333333332,4.240395833333333,0.88875,12.204166666666666
145,54.64859041666667,-1.0854508333333335,0.694375,5.496875,73.91875,23.7625,4.217958333333333,0.42770833333333336,12.547916666666666
146,54.6486475,-1.0852820833333332,0.5925,7.059583333333333,13.606250000000001,17.522916666666667,4.0894375,0.3566666666666667,12.332291666666668
147,54.648694166666665,-1.0851739583333333,0.49937499999999996,5.94875,67.07291666666667,23.804166666666664,2.9560208333333335,0.335625,12.170833333333334
148,54.648531041666665,-1.0853575,2.0429166666666667,8.46125,14.40625,14.002083333333333,5.088354166666666,1.2347916666666665,11.970833333333333
149,54.64855229166667,-1.0855054166666667,3.3864583333333336,10.468124999999999,21.770833333333332,10.702083333333334,7.153854166666666,2.243125,12.216666666666667
150,54.64853625,-1.0855716666666666,1.9106249999999998,9.339791666666667,22.004166666666666,13.045833333333334,6.546083333333333,1.24875,12.964583333333332
151,54.64858041666667,-1.0851095833333333,0.9577083333333333,10.011666666666667,19.875,15.352083333333333,4.621708333333333,0.6316666666666667,13.436458333333334
152,54.648625625,-1.08506125,0.5845833333333333,9.676041666666666,18.154166666666665,19.4875,3.0847083333333334,0.390625,13.038541666666667
153,54.64864020833334,-1.08547,0.4210416666666667,8.561666666666666,17.070833333333333,16.993750000000002,4.358291666666667,0.2725,13.206249999999999
154,54.648499375,-1.0857091666666667,0.4633333333333333,6.0475,42.760416666666664,22.860416666666666,2.914729166666667,0.31708333333333333,13.183333333333332
155,54.64842708333333,-1.0856322916666665,0.8058333333333333,5.709791666666667,96.40208333333334,19.995833333333334,3.3977500000000003,0.49,13.442708333333334
156,54.64851354166667,-1.0855666666666666,1.1581249999999998,5.185833333333333,99.88333333333333,20.633333333333333,3.7983124999999998,0.7345833333333333,13.811458333333334
157,54.64874583333333,-1.0853070833333334,1.5735416666666666,6.512083333333333,79.23333333333333,18.60625,4.081395833333334,0.9827083333333334,12.994791666666666
158,54.6487,-1.0850270833333333,0.6860416666666667,3.9335416666666667,193.95208333333335,23.995833333333334,2.63125,0.4614583333333333,12.584375
159,54.648633125,-1.0851920833333333,0.5425,4.54625,179.0375,22.945833333333336,3.1011875,0.3475,12.514583333333334
160,54.648689166666664,-1.0853302083333334,0.7195833333333334,8.092916666666666,38.949999999999996,20.727083333333333,4.651229166666667,0.44875,12.673958333333333
161,54.648694166666665,-1.0850197916666666,0.5020833333333333,5.358333333333333,117.90625,23.666666666666668,2.9082916666666665,0.33520833333333333,12.732291666666667
162,54.64852333333334,-1.0852945833333334,0.44916666666666666,8.520833333333334,15.114583333333334,16.645833333333332,4.324708333333334,0.27520833333333333,12.873958333333334
163,54.64862875,-1.0849285416666665,0.40125000000000005,5.559166666666667,120.22291666666666,21.208333333333332,3.530875,0.26458333333333334,12.867708333333333
164,54.64858354166666,-1.0852583333333332,0.28375,6.825,38.21875,22.40625,4.0894375,0.16729166666666664,13.005208333333334
165,54.648321458333335,-1.0853345833333334,1.9974999999999998,5.67125,45.208333333333336,22.506249999999998,4.362854166666667,1.2285416666666666,12.872916666666667
166,54.64865229166667,-1.0854008333333334,1.6629166666666666,7.085208333333334,64.47083333333333,18.239583333333332,4.892833333333333,1.07,13.067708333333334
167,54.64841833333333,-1.0857760416666666,2.298125,6.462291666666666,49.01666666666667,22.570833333333336,4.84875,1.4654166666666668,12.915625
168,54.648418541666665,-1.0854447916666667,1.6627083333333335,6.398541666666667,36.56666666666667,19.985416666666666,4.774916666666667,1.0579166666666666,12.952083333333334
169,54.64839125,-1.0851210416666668,2.70875,7.984583333333333,17.625,14.835416666666667,5.4239999999999995,1.6397916666666665,13.009375
170,54.648463125,-1.0855004166666666,3.2825,9.871875,23.085416666666664,11.664583333333333,6.584854166666666,2.1108333333333333,13.322916666666666
171,54.6485875,-1.0852754166666667,1.6327083333333334,8.886041666666666,22.791666666666668,14.143749999999999,6.836020833333333,1.08125,13.428125
172,54.64868604166667,-1.0852520833333335,0.5716666666666667,6.860833333333333,59.24375,22.239583333333332,3.609583333333333,0.3629166666666667,13.1875
173,54.64859895833334,-1.085520625,0.62875,5.670833333333333,67.83125,22.85625,3.7192291666666666,0.37645833333333334,13.140625
174,54.64861,-1.0853579166666667,0.9743750000000001,5.579375,91.34583333333335,19.866666666666667,3.9296875,0.6027083333333333,12.988541666666668
175,54.64874333333333,-1.0852362500000001,0.75,5.013958333333333,124.16875,21.472916666666666,3.1519999999999997,0.494375,13.017708333333333
176,54.648702500000006,-1.0853129166666666,0.4864583333333334,5.598541666666667,79.98958333333333,23.427083333333332,3.056104166666667,0.306875,12.918750000000001
177,54.648538333333335,-1.0854335416666667,0.49291666666666667,4.16875,141.62291666666667,26.316666666666666,3.224020833333334,0.31020833333333336,13.284374999999999
178,54.648603333333334,-1.0855535416666666,0.45979166666666665,5.266875,78.77916666666667,29.068749999999998,3.5485208333333333,0.294375,13.522916666666667
179,54.648556041666666,-1.08551125,0.3254166666666667,4.220208333333333,102.10625,27.141666666666666,3.3144791666666666,0.204375,13.767708333333333
180,54.64869166666667,-1.0851825,0.44125,4.854166666666667,111.60416666666667,22.8625,2.9195208333333333,0.286875,13.961458333333333
181,54.64877979166667,-1.085283125,0.37125,3.7531250000000003,154.98541666666668,27.5125,2.9017916666666665,0.24833333333333332,13.955208333333333
182,54.648637083333334,-1.0856366666666666,0.2735416666666667,11.110833333333332,42.13125,20.070833333333333,3.903958333333333,0.1825,13.877083333333333
183,54.648551875,-1.0857039583333334,0.3670833333333334,6.0675,44.44583333333333,26.21875,3.109,0.23979166666666665,13.942708333333334
184,54.64852208333334,-1.085655,0.3902083333333333,5.001666666666666,62.02916666666667,27.025000000000002,3.2245000000000004,0.24979166666666666,13.804166666666667
185,54.648390625,-1.0856177083333334,1.6116666666666666,5.462083333333333,91.57083333333333,24.391666666666666,3.9644791666666666,0.9883333333333333,13.961458333333333
186,54.648563958333334,-1.0853495833333333,1.316875,7.2075,49.0625,19.099999999999998,5.006770833333333,0.835625,13.817708333333334
187,54.648616874999995,-1.08547625,0.7997916666666667,7.002083333333334,49.55416666666667,16.233333333333334,5.269604166666666,0.5045833333333333,14.195833333333333
188,54.64846729166666,-1.0854741666666665,0.9085416666666667,5.0981250000000005,105.96249999999999,22.412499999999998,4.0215000000000005,0.5372916666666666,14.257291666666667
189,54.648429166666666,-1.085281875,2.803125,7.237916666666667,33.16041666666667,16.78125,5.085416666666666,1.7162499999999998,13.94375
190,54.648701875,-1.085209375,1.9952083333333333,8.649583333333334,52.62916666666666,12.710416666666667,6.276458333333333,1.3229166666666667,14.180208333333333
191,54.64870714285714,-1.0853795918367346,0.7779591836734694,6.486734693877551,56.09591836734693,16.924489795918365,4.181530612244898,0.49081632653061225,14.101020408163267
192,54.648791458333335,-1.0853858333333333,0.6964583333333333,4.957916666666667,95.1875,21.839583333333334,3.2637916666666666,0.4447916666666667,13.982291666666667
193,54.64855229166667,-1.0857966666666667,0.4979166666666666,4.52625,87.76875,28.172916666666666,3.4321875,0.31333333333333335,14.469791666666666
194,54.64871229166667,-1.0859470833333333,2.3941666666666666,6.558333333333334,84.73125,15.591666666666667,4.519645833333334,1.4220833333333334,13.778125000000001
