Date,Timestamp,Lat,Long,Hmax,Tp,Dirp,Sprp,Tz,Hs,TSea
2015-07-01 16:00:00,2015-01-07 16:00:00,53.63612,0.26432,2.54,5.56,156.1,29.3,4.494,1.13,7.0
2015-12-02 14:00:00,2015-02-12 14:00:00,54.64898,-1.08597,0.43,12.5,28.1,23.7,3.67,0.26,5.55
2015-12-02 14:30:00,2015-02-12 14:30:00,54.649,-1.08584,0.38,14.29,30.9,25.0,4.494,0.26,5.55
2015-12-02 15:00:00,2015-02-12 15:00:00,54.64902,-1.08582,0.34,14.29,30.9,23.3,5.556,0.24,5.6
2015-12-02 15:30:00,2015-02-12 15:30:00,54.64897,-1.08589,0.29,12.5,26.7,19.4,5.882,0.22,5.6
2015-12-02 16:00:00,2015-02-12 16:00:00,54.64894,-1.08604,0.46,14.29,28.1,12.8,5.97,0.23,5.6
2015-12-02 16:30:00,2015-02-12 16:30:00,54.64894,-1.08593,0.38,12.5,28.1,14.3,7.018,0.23,5.6
2015-12-02 17:00:00,2015-02-12 17:00:00,54.64891,-1.08595,0.29,11.11,29.5,15.2,5.797,0.21,5.6
2015-12-02 17:30:00,2015-02-12 17:30:00,54.64897,-1.08582,0.35,12.5,18.3,16.9,6.154,0.22,5.55
2015-12-02 18:00:00,2015-02-12 18:00:00,54.64898,-1.08576,0.41,12.5,26.7,18.4,6.349,0.22,5.55
2015-12-02 18:30:00,2015-02-12 18:30:00,54.64904,-1.08518,0.36,14.29,26.7,16.2,6.897,0.25,5.55
2015-12-02 19:00:00,2015-02-12 19:00:00,54.64887,-1.08479,0.53,12.5,28.1,27.5,4.211,0.25,5.55
2015-12-02 19:30:00,2015-02-12 19:30:00,54.64868,-1.08466,0.37,11.76,22.5,18.7,4.444,0.25,5.55
2015-12-02 20:00:00,2015-02-12 20:00:00,54.64852,-1.08464,0.43,12.5,29.5,13.5,5.195,0.26,5.5
2015-12-02 20:30:00,2015-02-12 20:30:00,54.64857,-1.08464,0.5,13.33,29.5,16.5,4.04,0.29,5.5
2015-12-02 21:00:00,2015-02-12 21:00:00,54.64873,-1.08464,0.43,13.33,28.1,20.8,3.636,0.29,5.5
2015-12-02 21:30:00,2015-02-12 21:30:00,54.64856,-1.08464,0.47,12.5,23.9,25.4,3.15,0.3,5.5
2015-12-02 22:00:00,2015-02-12 22:00:00,54.64856,-1.08462,0.54,13.33,28.1,18.2,3.306,0.3,5.45
2015-12-02 22:30:00,2015-02-12 22:30:00,54.6486,-1.08469,0.44,12.5,22.5,28.6,3.333,0.3,5.45
2015-12-02 23:00:00,2015-02-12 23:00:00,54.64889,-1.08494,0.56,12.5,18.3,19.6,3.15,0.33,5.45
2015-12-02 23:30:00,2015-02-12 23:30:00,54.64904,-1.08561,0.56,13.33,26.7,24.7,3.226,0.35,5.45
2015-02-13 00:00:00,2015-02-13 00:00:00,54.64902,-1.08578,0.49,13.33,25.3,13.7,3.279,0.36,5.4
2015-02-13 00:30:00,2015-02-13 00:30:00,54.64898,-1.08591,0.5,11.76,22.5,17.8,3.333,0.33,5.4
2015-02-13 01:00:00,2015-02-13 01:00:00,54.64898,-1.08595,0.48,11.76,22.5,21.8,3.509,0.33,5.4
2015-02-13 01:30:00,2015-02-13 01:30:00,54.64894,-1.08604,0.54,12.5,28.1,12.6,4.0,0.33,5.4
2015-02-13 02:00:00,2015-02-13 02:00:00,54.64895,-1.08604,0.49,12.5,22.5,16.0,4.082,0.34,5.4
2015-02-13 02:30:00,2015-02-13 02:30:00,54.64891,-1.08608,0.42,13.33,25.3,14.0,4.762,0.33,5.45
2015-02-13 03:00:00,2015-02-13 03:00:00,54.6489,-1.08608,0.52,13.33,26.7,15.1,4.04,0.31,5.45
2015-02-13 03:30:00,2015-02-13 03:30:00,54.64895,-1.08604,0.56,12.5,16.9,20.7,3.96,0.33,5.45
2015-02-13 04:00:00,2015-02-13 04:00:00,54.64897,-1.08602,0.56,13.33,22.5,16.8,3.96,0.36,5.45
2015-02-13 04:30:00,2015-02-13 04:30:00,54.64895,-1.08608,0.62,12.5,23.9,16.2,3.738,0.39,5.45
2015-02-13 05:00:00,2015-02-13 05:00:00,54.64891,-1.08614,0.6,12.5,25.3,16.7,3.883,0.4,5.5
2015-02-13 05:30:00,2015-02-13 05:30:00,54.6489,-1.08617,0.65,12.5,22.5,14.2,4.0,0.4,5.5
2015-02-13 06:00:00,2015-02-13 06:00:00,54.6489,-1.08619,0.78,12.5,22.5,17.3,3.2,0.41,5.55
2015-02-13 06:30:00,2015-02-13 06:30:00,54.64894,-1.08606,0.78,12.5,28.1,22.8,3.053,0.51,5.55
2015-02-13 07:00:00,2015-02-13 07:00:00,54.64889,-1.08612,0.7,11.76,26.7,16.6,3.252,0.53,5.55
2015-02-13 07:30:00,2015-02-13 07:30:00,54.64901,-1.08582,0.83,11.11,32.3,20.9,3.419,0.54,5.55
2015-02-13 08:00:00,2015-02-13 08:00:00,54.64905,-1.08554,1.08,11.11,15.5,17.7,3.279,0.58,5.6
2015-02-13 08:30:00,2015-02-13 08:30:00,54.64909,-1.08544,1.16,3.7,101.3,19.1,3.333,0.68,5.6
2015-02-13 09:00:00,2015-02-13 09:00:00,54.64903,-1.0852,1.43,11.11,25.3,18.7,3.448,0.79,5.6
2015-02-13 09:30:00,2015-02-13 09:30:00,54.64904,-1.0852,1.11,12.5,29.5,21.2,3.636,0.8,5.6
2015-02-13 10:00:00,2015-02-13 10:00:00,54.64898,-1.08496,0.98,5.56,92.8,25.0,3.604,0.79,5.65
2015-02-13 10:30:00,2015-02-13 10:30:00,54.64897,-1.08499,1.37,10.53,16.9,21.4,3.738,0.82,5.65
2015-02-13 11:00:00,2015-02-13 11:00:00,54.64904,-1.08518,1.48,12.5,23.9,31.0,3.738,0.83,5.6
2015-02-13 11:30:00,2015-02-13 11:30:00,54.64902,-1.08507,1.48,13.33,26.7,25.6,3.922,0.88,5.6
2015-02-13 12:00:00,2015-02-13 12:00:00,54.64905,-1.08526,1.29,12.5,32.3,18.0,3.96,0.82,5.6
2015-02-13 12:30:00,2015-02-13 12:30:00,54.64905,-1.08563,1.36,6.67,97.0,13.4,3.922,0.91,5.6
2015-02-13 13:00:00,2015-02-13 13:00:00,54.64901,-1.08589,1.21,12.5,23.9,21.3,3.922,0.88,5.65
2015-02-13 13:30:00,2015-02-13 13:30:00,54.64898,-1.08595,1.22,12.5,30.9,16.8,3.922,0.86,5.65
2015-02-13 14:00:00,2015-02-13 14:00:00,54.64893,-1.08608,1.1,12.5,23.9,19.9,4.04,0.8,5.65
2015-02-13 14:30:00,2015-02-13 14:30:00,54.64889,-1.08612,1.22,12.5,23.9,14.1,4.255,0.82,5.75
2015-02-13 15:31:00,2015-02-13 15:31:00,54.64885,-1.08617,1.18,12.5,14.1,22.8,3.922,0.78,5.7
2015-02-13 15:52:00,2015-02-13 15:52:00,54.64885,-1.08617,1.09,12.5,14.1,22.8,3.922,0.78,5.7
2015-02-13 16:00:00,2015-02-13 16:00:00,54.64884,-1.08619,1.13,12.5,14.1,19.4,4.0,0.82,5.75
2015-02-13 16:30:00,2015-02-13 16:30:00,54.6488,-1.08623,1.12,12.5,18.3,20.8,3.704,0.82,5.75
2015-02-13 17:00:00,2015-02-13 17:00:00,54.64883,-1.08621,1.21,12.5,22.5,12.5,3.883,0.81,5.7
2015-02-13 17:30:00,2015-02-13 17:30:00,54.64874,-1.08625,1.27,12.5,4.2,20.3,3.96,0.82,5.7
2015-02-13 18:00:00,2015-02-13 18:00:00,54.64875,-1.08625,1.28,11.76,28.1,19.0,3.846,0.78,5.75
2015-02-13 18:30:00,2015-02-13 18:30:00,54.64876,-1.08623,1.19,11.76,16.9,20.1,3.846,0.85,5.75
2015-02-13 19:00:00,2015-02-13 19:00:00,54.64876,-1.08621,1.1,11.76,19.7,22.0,3.774,0.8,5.75
2015-02-13 19:30:00,2015-02-13 19:30:00,54.64877,-1.08619,1.36,11.76,22.5,19.1,3.922,0.83,5.75
2015-02-13 20:00:00,2015-02-13 20:00:00,54.64872,-1.08623,1.43,12.5,25.3,22.2,3.846,0.83,5.75
2015-02-13 20:30:00,2015-02-13 20:30:00,54.6487,-1.08625,1.48,11.76,18.3,13.7,3.883,0.88,5.75
2015-02-13 21:00:00,2015-02-13 21:00:00,54.6486,-1.08625,1.41,11.76,26.7,20.4,4.0,0.91,5.75
2015-02-13 21:30:00,2015-02-13 21:30:00,54.64858,-1.08623,1.44,5.88,94.2,16.6,4.124,0.95,5.75
2015-02-13 22:00:00,2015-02-13 22:00:00,54.64846,-1.08617,1.42,11.76,25.3,13.7,4.444,0.92,5.75
2015-02-13 22:30:00,2015-02-13 22:30:00,54.64845,-1.08608,1.28,7.69,85.8,19.5,4.598,0.88,5.75
2015-02-13 23:00:00,2015-02-13 23:00:00,54.64837,-1.08599,1.52,7.69,94.2,12.3,4.878,0.93,5.75
2015-02-13 23:30:00,2015-02-13 23:30:00,54.64846,-1.0861,1.64,7.69,90.0,14.8,4.938,1.0,5.75
2015-02-14 00:00:00,2015-02-14 00:00:00,54.64883,-1.08604,1.76,7.69,92.8,15.3,5.0,1.01,5.7
2015-02-14 00:30:00,2015-02-14 00:30:00,54.649,-1.08569,1.5,7.14,97.0,12.2,5.128,1.04,5.7
2015-02-14 01:00:00,2015-02-14 01:00:00,54.64897,-1.08578,1.57,7.14,101.3,15.7,5.0,0.97,5.75
2015-02-14 01:30:00,2015-02-14 01:30:00,54.6489,-1.08595,1.33,7.69,92.8,14.4,5.263,1.05,5.7
2015-02-14 02:00:00,2015-02-14 02:00:00,54.64886,-1.08606,1.54,7.14,95.6,15.8,4.938,0.92,5.7
2015-02-14 02:30:00,2015-02-14 02:30:00,54.64886,-1.08612,1.42,7.14,92.8,14.7,5.128,0.96,5.7
2015-02-14 03:00:00,2015-02-14 03:00:00,54.64883,-1.08619,1.29,7.14,94.2,14.3,4.878,0.9,5.75
2015-02-14 03:30:00,2015-02-14 03:30:00,54.64886,-1.08619,1.3,6.67,98.4,17.1,4.706,0.84,5.75
2015-02-14 04:00:00,2015-02-14 04:00:00,54.64882,-1.08621,1.03,6.67,92.8,18.1,4.819,0.84,5.75
2015-02-14 04:30:00,2015-02-14 04:30:00,54.6488,-1.08623,1.26,11.76,19.7,11.8,4.706,0.8,5.75
2015-02-14 05:00:00,2015-02-14 05:00:00,54.64876,-1.08625,1.21,7.14,91.4,15.4,4.762,0.78,5.75
2015-02-14 05:30:00,2015-02-14 05:30:00,54.6488,-1.08625,1.18,11.76,21.1,13.8,4.545,0.78,5.6
2015-02-14 06:00:00,2015-02-14 06:00:00,54.64879,-1.08627,1.11,11.11,19.7,13.3,4.545,0.72,5.6
2015-02-14 06:30:00,2015-02-14 06:30:00,54.64875,-1.08625,0.98,11.11,19.7,11.1,4.598,0.7,5.7
2015-02-14 07:00:00,2015-02-14 07:00:00,54.64873,-1.08629,0.9,11.76,15.5,11.2,4.819,0.66,5.6
2015-02-14 07:30:00,2015-02-14 07:30:00,54.64874,-1.08625,0.9,11.76,21.1,7.3,4.706,0.67,5.65
2015-02-14 08:00:00,2015-02-14 08:00:00,54.6487,-1.08625,0.86,11.76,19.7,10.1,4.545,0.6,5.65
2015-02-14 08:30:00,2015-02-14 08:30:00,54.64865,-1.08623,0.83,11.76,19.7,11.4,4.494,0.62,5.65
2015-02-14 09:00:00,2015-02-14 09:00:00,54.64855,-1.08614,0.76,11.76,25.3,11.6,4.301,0.62,5.7
2015-02-14 09:30:00,2015-02-14 09:30:00,54.64828,-1.08595,0.91,11.11,21.1,11.2,4.348,0.59,5.7
2015-02-14 10:00:00,2015-02-14 10:00:00,54.64813,-1.08552,0.92,11.11,25.3,17.0,4.444,0.61,5.7
2015-02-14 10:30:00,2015-02-14 10:30:00,54.64814,-1.08544,1.01,11.76,22.5,10.2,4.444,0.6,5.65
2015-02-14 11:00:00,2015-02-14 11:00:00,54.64814,-1.08533,0.86,10.53,25.3,11.2,4.545,0.63,5.65
2015-02-14 11:30:00,2015-02-14 11:30:00,54.6482,-1.08518,1.03,11.11,23.9,10.4,4.598,0.67,5.7
2015-02-14 12:00:00,2015-02-14 12:00:00,54.64829,-1.08494,1.07,11.11,21.1,11.2,4.545,0.62,5.75
2015-02-14 12:30:00,2015-02-14 12:30:00,54.64837,-1.08526,0.93,11.11,25.3,12.0,4.651,0.66,5.75
2015-02-14 13:00:00,2015-02-14 13:00:00,54.64835,-1.08546,1.04,11.11,23.9,11.6,4.651,0.66,5.75
2015-02-14 13:30:00,2015-02-14 13:30:00,54.64859,-1.08608,1.02,11.11,22.5,9.6,4.819,0.67,5.75
2015-02-14 14:00:00,2015-02-14 14:00:00,54.64887,-1.08602,1.09,11.11,23.9,8.8,4.878,0.68,5.8
2015-02-14 14:30:00,2015-02-14 14:30:00,54.64887,-1.08606,1.11,11.11,26.7,11.3,4.878,0.69,5.8
2015-02-14 15:00:00,2015-02-14 15:00:00,54.64886,-1.08612,1.04,11.11,22.5,8.1,5.063,0.72,5.8
2015-02-14 15:30:00,2015-02-14 15:30:00,54.64883,-1.08619,1.0,11.76,21.1,8.1,5.063,0.7,5.8
2015-02-14 16:00:00,2015-02-14 16:00:00,54.64887,-1.08617,1.11,11.11,21.1,17.0,4.819,0.67,5.75
2015-02-14 16:30:00,2015-02-14 16:30:00,54.64886,-1.08619,1.03,10.53,23.9,13.2,4.938,0.68,5.75
2015-02-14 17:00:00,2015-02-14 17:00:00,54.64883,-1.08621,1.06,11.11,18.3,9.7,5.0,0.73,5.75
2015-02-14 17:30:00,2015-02-14 17:30:00,54.64884,-1.08621,1.24,5.56,92.8,17.6,4.878,0.69,5.85
2015-02-14 18:00:00,2015-02-14 18:00:00,54.64884,-1.08619,0.9,11.11,19.7,9.5,4.938,0.69,5.75
2015-02-14 18:30:00,2015-02-14 18:30:00,54.64881,-1.08621,0.85,11.11,25.3,11.3,4.819,0.66,5.75
2015-02-14 19:00:00,2015-02-14 19:00:00,54.64877,-1.08625,0.93,5.88,91.4,16.9,4.819,0.65,5.8
2015-02-14 19:30:00,2015-02-14 19:30:00,54.64876,-1.08623,0.89,5.88,90.0,21.4,4.819,0.62,5.8
2015-02-14 20:00:00,2015-02-14 20:00:00,54.64876,-1.08627,0.86,11.11,21.1,11.6,4.819,0.61,5.85
2015-02-14 20:30:00,2015-02-14 20:30:00,54.64871,-1.08623,0.84,11.76,18.3,9.8,4.706,0.58,5.85
2015-02-14 21:00:00,2015-02-14 21:00:00,54.64869,-1.08625,0.87,11.76,19.7,11.6,4.706,0.6,5.85
2015-02-14 21:30:00,2015-02-14 21:30:00,54.64862,-1.08623,0.99,11.76,19.7,18.7,4.651,0.6,5.85
2015-02-14 22:00:00,2015-02-14 22:00:00,54.64841,-1.08608,0.99,11.11,23.9,12.4,4.651,0.64,5.85
2015-02-14 22:30:00,2015-02-14 22:30:00,54.64818,-1.08557,0.95,11.11,22.5,14.9,4.819,0.63,5.85
2015-02-14 23:00:00,2015-02-14 23:00:00,54.64822,-1.08503,0.9,11.76,21.1,11.8,4.706,0.66,5.85
2015-02-14 23:30:00,2015-02-14 23:30:00,54.64827,-1.08486,1.02,11.76,19.7,10.5,4.706,0.64,5.8
2015-02-15 00:00:00,2015-02-15 00:00:00,54.64835,-1.08481,1.03,11.11,21.1,10.7,4.651,0.66,5.8
2015-02-15 00:30:00,2015-02-15 00:30:00,54.64835,-1.08486,0.98,10.53,19.7,8.2,4.762,0.72,5.8
2015-02-15 01:00:00,2015-02-15 01:00:00,54.64837,-1.08479,1.25,10.53,21.1,10.5,4.651,0.7,5.8
2015-02-15 01:30:00,2015-02-15 01:30:00,54.64838,-1.0849,1.05,11.11,22.5,12.9,4.878,0.74,5.8
2015-02-15 02:00:00,2015-02-15 02:00:00,54.6484,-1.08539,1.09,10.0,25.3,13.0,4.598,0.71,5.8
2015-02-15 02:30:00,2015-02-15 02:30:00,54.6486,-1.08602,1.35,5.88,83.0,19.6,4.598,0.73,5.8
2015-02-15 03:00:00,2015-02-15 03:00:00,54.64883,-1.08608,1.16,5.88,73.1,20.0,4.545,0.78,5.8
2015-02-15 03:30:00,2015-02-15 03:30:00,54.64883,-1.08612,1.19,5.88,80.2,18.8,4.598,0.82,5.8
2015-02-15 04:00:00,2015-02-15 04:00:00,54.64882,-1.08619,1.35,5.26,83.0,21.4,4.494,0.85,5.8
2015-02-15 04:30:00,2015-02-15 04:30:00,54.64881,-1.08621,1.2,5.56,83.0,15.4,4.545,0.83,5.8
2015-02-15 05:00:00,2015-02-15 05:00:00,54.64883,-1.08623,1.31,6.25,68.9,16.2,4.762,0.88,5.85
2015-02-15 05:30:00,2015-02-15 05:30:00,54.64883,-1.08621,1.39,5.88,71.7,19.7,4.878,0.89,5.8
2015-02-15 06:00:00,2015-02-15 06:00:00,54.64879,-1.08627,1.41,5.56,74.5,18.2,5.0,0.93,5.8
2015-02-15 06:30:00,2015-02-15 06:30:00,54.64877,-1.08627,1.54,6.25,71.7,18.2,5.0,0.94,5.8
2015-02-15 07:00:00,2015-02-15 07:00:00,54.64882,-1.08623,1.68,6.25,67.5,19.5,4.938,0.93,5.8
2015-02-15 07:30:00,2015-02-15 07:30:00,54.64886,-1.08619,1.66,6.25,74.5,17.1,5.128,0.99,5.8
2015-02-15 08:00:00,2015-02-15 08:00:00,54.64881,-1.08623,1.52,7.14,66.1,14.2,5.128,0.96,5.8
2015-02-15 08:30:00,2015-02-15 08:30:00,54.64881,-1.08621,1.59,6.67,66.1,18.8,5.128,0.95,5.8
2015-02-15 09:00:00,2015-02-15 09:00:00,54.64881,-1.08623,1.36,7.14,63.3,15.7,5.195,0.95,5.8
2015-02-15 09:30:00,2015-02-15 09:30:00,54.6488,-1.08625,1.72,6.25,74.5,15.9,5.128,0.96,5.85
2015-02-15 10:00:00,2015-02-15 10:00:00,54.64882,-1.08617,1.56,6.67,73.1,17.9,5.063,0.99,5.85
2015-02-15 10:30:00,2015-02-15 10:30:00,54.6489,-1.08599,1.77,6.67,68.9,15.1,4.938,0.97,5.85
2015-02-15 11:00:00,2015-02-15 11:00:00,54.64896,-1.08565,1.74,7.14,56.3,16.5,4.938,1.0,5.9
2015-02-15 11:30:00,2015-02-15 11:30:00,54.64877,-1.08514,1.78,6.67,66.1,20.6,4.938,1.07,5.9
2015-02-15 12:00:00,2015-02-15 12:00:00,54.6488,-1.08503,2.03,6.67,66.1,17.7,4.762,1.16,5.9
2015-02-15 12:30:00,2015-02-15 12:30:00,54.64862,-1.08484,2.61,7.14,60.5,16.7,4.706,1.2,5.9
2015-02-15 13:00:00,2015-02-15 13:00:00,54.64858,-1.08514,1.98,6.67,64.7,17.9,4.938,1.34,5.9
2015-02-15 13:30:00,2015-02-15 13:30:00,54.64849,-1.08526,2.39,7.14,56.3,20.0,5.063,1.43,5.95
2015-02-15 14:00:00,2015-02-15 14:00:00,54.64852,-1.08619,2.5,7.14,56.3,13.7,5.195,1.54,5.95
2015-02-15 14:30:00,2015-02-15 14:30:00,54.6487,-1.08625,2.47,7.69,49.2,12.3,5.195,1.64,5.9
2015-02-15 15:00:00,2015-02-15 15:00:00,54.64887,-1.08612,2.44,7.14,57.7,16.3,5.063,1.65,5.9
2015-02-15 15:30:00,2015-02-15 15:30:00,54.64891,-1.08604,2.74,7.69,50.6,15.9,5.195,1.67,5.9
2015-02-15 16:00:00,2015-02-15 16:00:00,54.64884,-1.08617,2.49,8.33,45.0,10.9,5.333,1.75,5.9
2015-02-15 16:30:00,2015-02-15 16:30:00,54.64891,-1.08612,2.48,8.33,53.4,13.3,5.479,1.72,5.9
2015-02-15 17:00:00,2015-02-15 17:00:00,54.64896,-1.08606,3.02,9.09,47.8,11.5,5.479,1.59,5.95
2015-02-15 17:30:00,2015-02-15 17:30:00,54.64895,-1.08606,2.49,8.33,49.2,14.2,5.797,1.83,5.95
2015-02-15 18:00:00,2015-02-15 18:00:00,54.64897,-1.08604,2.77,9.09,53.4,14.9,6.061,1.91,5.95
2015-02-15 18:30:00,2015-02-15 18:30:00,54.64894,-1.08606,3.25,9.09,54.8,11.9,6.154,1.74,5.95
2015-02-15 19:00:00,2015-02-15 19:00:00,54.64894,-1.08612,3.02,9.09,52.0,14.4,6.154,1.82,5.95
2015-02-15 19:30:00,2015-02-15 19:30:00,54.64891,-1.08608,2.89,8.33,60.5,12.1,6.557,2.01,5.9
2015-02-15 20:00:00,2015-02-15 20:00:00,54.64895,-1.08604,2.58,9.09,54.8,11.5,6.349,1.83,5.9
2015-02-15 20:30:00,2015-02-15 20:30:00,54.6489,-1.0861,2.51,8.33,61.9,13.2,6.452,1.81,5.9
2015-02-15 21:00:00,2015-02-15 21:00:00,54.64896,-1.08604,2.69,9.09,54.8,11.8,5.882,1.62,5.95
2015-02-15 21:30:00,2015-02-15 21:30:00,54.64895,-1.08599,2.74,8.33,61.9,10.5,6.25,1.73,5.95
2015-02-15 22:00:00,2015-02-15 22:00:00,54.649,-1.08597,3.21,7.69,67.5,16.5,6.061,1.66,5.95
2015-02-15 22:30:00,2015-02-15 22:30:00,54.64902,-1.0858,3.29,8.33,60.5,15.6,6.061,1.73,5.95
2015-02-15 23:00:00,2015-02-15 23:00:00,54.64905,-1.08563,2.33,8.33,63.3,11.6,5.97,1.77,6.0
2015-02-15 23:30:00,2015-02-15 23:30:00,54.6489,-1.08486,2.56,9.09,56.3,16.1,6.061,1.66,5.95
2015-02-16 00:00:00,2015-02-16 00:00:00,54.64865,-1.08466,2.44,8.33,60.5,15.9,5.97,1.63,5.95
2015-02-16 00:30:00,2015-02-16 00:30:00,54.64857,-1.08462,2.61,8.33,63.3,17.7,5.97,1.65,5.95
2015-02-16 01:00:00,2015-02-16 01:00:00,54.64849,-1.08464,3.14,8.33,59.1,16.3,6.349,1.76,5.95
2015-02-16 01:30:00,2015-02-16 01:30:00,54.64858,-1.0846,2.71,8.33,64.7,18.0,6.154,1.63,5.9
2015-02-16 02:00:00,2015-02-16 02:00:00,54.64853,-1.0846,2.85,8.33,61.9,18.1,6.154,1.7,5.9
2015-02-16 02:30:00,2015-02-16 02:30:00,54.64859,-1.08464,2.47,9.09,53.4,15.4,6.061,1.74,5.9
2015-02-16 03:00:00,2015-02-16 03:00:00,54.6486,-1.08466,2.95,9.09,52.0,14.0,6.25,1.72,5.9
2015-02-16 03:30:00,2015-02-16 03:30:00,54.64877,-1.08475,2.55,8.33,57.7,16.7,6.061,1.66,5.9
2015-02-16 04:00:00,2015-02-16 04:00:00,54.649,-1.08507,2.36,9.09,52.0,11.9,6.061,1.59,5.85
2015-02-16 04:30:00,2015-02-16 04:30:00,54.64906,-1.08554,2.27,9.09,52.0,14.0,5.97,1.59,5.85
2015-02-16 05:00:00,2015-02-16 05:00:00,54.64906,-1.08565,2.01,8.33,59.1,15.8,5.882,1.51,5.85
2015-02-16 05:30:00,2015-02-16 05:30:00,54.64903,-1.08591,2.02,8.33,59.1,13.9,5.556,1.5,5.85
2015-02-16 06:00:00,2015-02-16 06:00:00,54.649,-1.08595,2.23,9.09,50.6,11.1,5.556,1.37,5.85
2015-02-16 06:30:00,2015-02-16 06:30:00,54.649,-1.08597,2.69,9.09,53.4,11.1,5.634,1.45,5.85
2015-02-16 07:00:00,2015-02-16 07:00:00,54.64899,-1.08604,1.97,8.33,60.5,13.4,5.714,1.48,5.9
2015-02-16 07:30:00,2015-02-16 07:30:00,54.64899,-1.08599,1.74,8.33,63.3,14.2,5.634,1.43,5.9
2015-02-16 08:00:00,2015-02-16 08:00:00,54.64898,-1.08599,1.83,8.33,66.1,12.3,5.556,1.32,5.9
2015-02-16 08:30:00,2015-02-16 08:30:00,54.64896,-1.08604,1.75,8.33,60.5,12.1,5.634,1.29,5.9
2015-02-16 09:00:00,2015-02-16 09:00:00,54.64897,-1.08599,1.76,8.33,63.3,13.0,5.714,1.24,5.95
2015-02-16 09:30:00,2015-02-16 09:30:00,54.64899,-1.08591,1.62,9.09,56.3,13.2,5.128,1.1,5.95
2015-02-16 10:00:00,2015-02-16 10:00:00,54.64909,-1.08537,1.84,8.33,61.9,14.1,5.195,1.14,6.0
2015-02-16 10:30:00,2015-02-16 10:30:00,54.64903,-1.08503,1.67,7.69,71.7,19.2,5.195,1.14,6.0
2015-02-16 11:00:00,2015-02-16 11:00:00,54.64879,-1.08471,1.97,8.33,60.5,16.0,5.128,1.13,6.0
2015-02-16 11:30:00,2015-02-16 11:30:00,54.64853,-1.08466,1.65,8.33,57.7,16.7,5.405,1.07,5.95
2015-02-16 12:00:00,2015-02-16 12:00:00,54.64853,-1.0846,1.59,8.33,63.3,20.4,5.634,0.98,5.95
2015-02-16 12:30:00,2015-02-16 12:30:00,54.64849,-1.0846,1.45,8.33,60.5,21.0,5.714,1.01,5.95
2015-02-16 13:00:00,2015-02-16 13:00:00,54.64847,-1.08462,1.46,8.33,54.8,20.8,5.97,0.98,5.95
2015-02-16 13:30:00,2015-02-16 13:30:00,54.64852,-1.08458,1.46,8.33,50.6,23.8,5.97,1.01,6.0
2015-02-16 14:00:00,2015-02-16 14:00:00,54.64845,-1.0846,1.34,7.69,66.1,25.0,6.061,0.97,6.0
2015-02-16 14:30:00,2015-02-16 14:30:00,54.6483,-1.08473,1.53,7.69,63.3,20.0,6.452,1.0,5.9
2015-02-16 15:00:00,2015-02-16 15:00:00,54.64833,-1.08469,1.71,7.69,61.9,18.5,6.25,0.98,5.9
2015-02-16 15:30:00,2015-02-16 15:30:00,54.64832,-1.08471,1.34,8.33,54.8,17.2,6.154,0.95,5.9
2015-02-16 16:00:00,2015-02-16 16:00:00,54.64831,-1.08473,1.49,7.69,66.1,18.4,5.97,0.94,5.85
2015-02-16 16:30:00,2015-02-16 16:30:00,54.64829,-1.08479,1.46,8.33,56.3,17.5,6.154,0.93,5.9
2015-02-16 17:00:00,2015-02-16 17:00:00,54.6482,-1.08507,1.42,7.14,70.3,17.1,6.154,0.95,5.85
2015-02-16 17:30:00,2015-02-16 17:30:00,54.64838,-1.08602,1.3,7.69,63.3,13.8,6.061,0.89,5.85
2015-02-16 18:00:00,2015-02-16 18:00:00,54.64865,-1.08623,1.52,8.33,56.3,14.8,5.97,0.83,5.85
2015-02-16 18:30:00,2015-02-16 18:30:00,54.64876,-1.08623,1.31,7.69,64.7,11.8,6.061,0.91,5.85
2015-02-16 19:00:00,2015-02-16 19:00:00,54.64876,-1.08623,1.28,7.69,66.1,13.4,5.97,0.87,5.85
2015-02-16 19:30:00,2015-02-16 19:30:00,54.64874,-1.08623,1.25,7.69,63.3,14.0,5.556,0.82,5.85
2015-02-16 20:00:00,2015-02-16 20:00:00,54.64875,-1.08625,1.05,8.33,57.7,18.4,5.128,0.75,5.85
2015-02-16 20:30:00,2015-02-16 20:30:00,54.64872,-1.08627,1.21,7.69,68.9,15.2,5.0,0.73,5.85
2015-02-16 21:00:00,2015-02-16 21:00:00,54.64867,-1.08627,1.21,7.69,64.7,15.7,4.762,0.79,5.85
2015-02-16 21:30:00,2015-02-16 21:30:00,54.64857,-1.08625,1.06,7.14,67.5,19.0,4.167,0.75,5.85
2015-02-16 22:00:00,2015-02-16 22:00:00,54.64838,-1.08604,1.3,7.14,70.3,17.8,4.211,0.79,5.85
2015-02-16 22:30:00,2015-02-16 22:30:00,54.64812,-1.08544,1.37,7.14,63.3,20.8,4.0,0.83,5.85
2015-02-16 23:00:00,2015-02-16 23:00:00,54.64817,-1.08499,1.23,7.69,61.9,16.5,4.0,0.84,5.85
2015-02-16 23:30:00,2015-02-16 23:30:00,54.64822,-1.08488,1.28,7.14,70.3,18.9,3.922,0.87,5.85
2015-02-17 00:00:00,2015-02-17 00:00:00,54.64825,-1.08481,1.39,8.33,54.8,19.9,3.67,0.78,5.85
