Date,Timestamp,Lat,Long,Hmax,Tp,Dirp,Sprp,Tz,Hs,TSea
2017-02-02 20:00:00,2017-02-02 20:00:00,54.6484,-1.08466,1.93,7.14,88.6,18.5,4.545,1.1,7.1
2017-02-02 20:30:00,2017-02-02 20:30:00,54.64852,-1.08469,2.03,7.14,90.0,17.5,4.494,1.16,7.1
2017-02-02 21:00:00,2017-02-02 21:00:00,54.64874,-1.08475,2.2,7.69,91.4,15.3,4.396,1.13,7.1
2017-02-02 21:30:00,2017-02-02 21:30:00,54.64897,-1.08514,1.92,7.14,91.4,17.0,4.444,1.26,7.15
2017-02-02 22:00:00,2017-02-02 22:00:00,54.649,-1.08552,2.1,7.14,95.6,16.5,4.348,1.23,7.15
2017-02-02 22:30:00,2017-02-02 22:30:00,54.64897,-1.08578,1.72,7.69,90.0,15.4,4.396,1.27,7.1
2017-02-02 23:00:00,2017-02-02 23:00:00,54.64893,-1.08591,1.99,7.14,98.4,15.0,4.255,1.31,7.1
2017-02-02 23:30:00,2017-02-02 23:30:00,54.64888,-1.08604,2.0,7.14,99.8,17.6,4.124,1.23,7.1
2017-03-02 00:00:00,2017-02-03 00:00:00,54.64885,-1.08614,1.58,6.67,99.8,13.2,4.167,1.18,7.1
2017-03-02 00:30:00,2017-02-03 00:30:00,54.64883,-1.08617,1.33,7.14,95.6,19.9,3.67,1.06,7.1
2017-03-02 01:00:00,2017-02-03 01:00:00,54.64883,-1.08619,1.32,6.67,97.0,15.7,3.604,1.06,7.15
2017-03-02 01:30:00,2017-02-03 01:30:00,54.6488,-1.08625,1.54,7.14,92.8,18.1,3.509,0.97,7.2
2017-03-02 02:00:00,2017-02-03 02:00:00,54.64876,-1.08627,1.44,6.67,90.0,19.1,3.306,0.88,7.2
2017-03-02 02:30:00,2017-02-03 02:30:00,54.64872,-1.08625,1.44,6.67,97.0,18.7,3.39,0.87,7.2
2017-03-02 03:00:00,2017-02-03 03:00:00,54.64875,-1.08623,1.48,6.67,87.2,21.7,3.279,0.81,7.2
2017-03-02 03:30:00,2017-02-03 03:30:00,54.64873,-1.08623,1.4,5.26,97.0,16.2,3.279,0.87,7.2
2017-03-02 04:00:00,2017-02-03 04:00:00,54.64873,-1.08619,1.0,6.25,90.0,16.8,3.361,0.85,7.25
2017-03-02 04:30:00,2017-02-03 04:30:00,54.64871,-1.08619,1.2,6.25,94.2,16.5,3.478,0.8,7.25
2017-03-02 05:00:00,2017-02-03 05:00:00,54.64869,-1.0861,1.02,7.14,85.8,25.9,3.39,0.73,7.25
2017-03-02 05:30:00,2017-02-03 05:30:00,54.64873,-1.08587,1.12,7.14,81.6,31.7,3.419,0.75,7.25
2017-03-02 06:00:00,2017-02-03 06:00:00,54.64891,-1.08537,0.92,7.14,74.5,24.1,3.54,0.76,7.25
2017-03-02 06:30:00,2017-02-03 06:30:00,54.64869,-1.08477,1.11,6.67,84.4,18.4,3.448,0.71,7.25
2017-03-02 07:00:00,2017-02-03 07:00:00,54.64839,-1.08469,1.28,7.14,88.6,20.3,3.604,0.71,7.25
2017-03-02 07:30:00,2017-02-03 07:30:00,54.64839,-1.08464,1.1,7.14,84.4,23.8,3.419,0.68,7.25
2017-03-02 08:00:00,2017-02-03 08:00:00,54.64841,-1.08458,1.33,7.14,88.6,21.4,3.509,0.73,7.25
2017-03-02 08:30:00,2017-02-03 08:30:00,54.64845,-1.08454,1.07,5.88,90.0,20.1,3.279,0.73,7.25
2017-03-02 09:00:00,2017-02-03 09:00:00,54.64856,-1.08458,1.0,7.14,90.0,19.9,3.571,0.76,7.2
2017-03-02 09:30:00,2017-02-03 09:30:00,54.64864,-1.0846,1.22,6.25,94.2,18.6,3.636,0.74,7.2
2017-03-02 10:00:00,2017-02-03 10:00:00,54.64879,-1.08471,1.06,5.56,99.8,20.3,3.96,0.71,7.2
2017-03-02 10:30:00,2017-02-03 10:30:00,54.64896,-1.08503,1.1,6.67,95.6,17.1,4.348,0.71,7.2
2017-03-02 11:00:00,2017-02-03 11:00:00,54.64898,-1.08544,0.98,6.67,99.8,17.1,4.255,0.7,7.2
2017-03-02 11:30:00,2017-02-03 11:30:00,54.64891,-1.08587,1.07,6.67,97.0,15.1,4.167,0.72,7.25
2017-03-02 12:00:00,2017-02-03 12:00:00,54.64889,-1.08595,1.0,6.67,98.4,16.6,4.211,0.67,7.25
2017-03-02 12:30:00,2017-02-03 12:30:00,54.64883,-1.08604,0.79,6.25,94.2,22.6,3.96,0.62,7.25
2017-03-02 13:00:00,2017-02-03 13:00:00,54.64881,-1.0861,0.86,5.88,101.3,19.5,4.0,0.59,7.3
2017-03-02 13:30:00,2017-02-03 13:30:00,54.64881,-1.08612,0.78,6.25,99.8,19.7,3.922,0.5,7.3
2017-03-02 14:00:00,2017-02-03 14:00:00,54.64882,-1.08614,0.75,6.25,91.4,27.0,3.67,0.49,7.3
2017-03-02 14:30:00,2017-02-03 14:30:00,54.64876,-1.08617,0.71,6.25,92.8,19.0,3.604,0.48,7.3
2017-03-02 15:00:00,2017-02-03 15:00:00,54.64868,-1.08627,0.74,6.25,94.2,17.9,3.846,0.46,7.3
2017-03-02 15:30:00,2017-02-03 15:30:00,54.6486,-1.08629,0.62,6.25,87.2,17.1,3.774,0.45,7.3
2017-03-02 16:00:00,2017-02-03 16:00:00,54.64858,-1.08632,0.83,5.88,94.2,19.7,3.67,0.44,7.3
2017-03-02 16:30:00,2017-02-03 16:30:00,54.64855,-1.08632,0.93,5.88,88.6,24.2,3.604,0.49,7.3
2017-03-02 17:00:00,2017-02-03 17:00:00,54.64852,-1.08627,1.26,6.25,88.6,20.8,3.448,0.53,7.3
2017-03-02 17:30:00,2017-02-03 17:30:00,54.64849,-1.08612,1.17,6.25,88.6,16.7,3.54,0.65,7.3
2017-03-02 18:00:00,2017-02-03 18:00:00,54.64866,-1.08597,1.2,5.88,92.8,21.0,3.54,0.71,7.3
2017-03-02 18:30:00,2017-02-03 18:30:00,54.64861,-1.08552,1.49,6.67,78.8,18.8,3.636,0.81,7.3
2017-03-02 19:00:00,2017-02-03 19:00:00,54.64857,-1.08516,1.57,6.25,92.8,19.6,3.604,0.84,7.3
2017-03-02 19:30:00,2017-02-03 19:30:00,54.64849,-1.08529,1.55,6.25,85.8,18.0,3.846,0.93,7.3
2017-03-02 20:00:00,2017-02-03 20:00:00,54.64853,-1.08516,1.63,6.25,91.4,21.9,3.846,0.98,7.3
2017-03-02 20:30:00,2017-02-03 20:30:00,54.64833,-1.08473,1.85,5.88,94.2,14.9,4.0,0.99,7.25
2017-03-02 21:00:00,2017-02-03 21:00:00,54.64835,-1.08471,1.93,5.88,90.0,18.9,4.04,1.02,7.3
2017-03-02 21:30:00,2017-02-03 21:30:00,54.64844,-1.08486,1.35,6.25,91.4,22.7,4.301,1.08,7.25
2017-03-02 22:00:00,2017-02-03 22:00:00,54.64872,-1.08518,1.98,6.25,88.6,19.6,4.396,1.14,7.3
2017-03-02 22:30:00,2017-02-03 22:30:00,54.64888,-1.08569,1.94,6.25,91.4,23.5,4.124,1.05,7.25
2017-03-02 23:00:00,2017-02-03 23:00:00,54.64886,-1.08597,2.16,6.67,94.2,17.0,4.396,1.2,7.25
2017-03-02 23:30:00,2017-02-03 23:30:00,54.64884,-1.08602,1.77,6.25,97.0,16.2,4.396,1.17,7.25
2017-04-02 00:00:00,2017-02-04 00:00:00,54.6488,-1.08614,1.67,6.25,95.6,19.2,4.396,1.23,7.25
2017-04-02 00:30:00,2017-02-04 00:30:00,54.6488,-1.08617,1.49,6.67,97.0,12.4,4.444,1.25,7.25
2017-04-02 01:00:00,2017-02-04 01:00:00,54.6488,-1.08621,1.63,6.67,102.7,17.6,4.167,1.1,7.3
2017-04-02 01:30:00,2017-02-04 01:30:00,54.64876,-1.08625,1.62,6.25,95.6,18.1,4.255,1.06,7.3
2017-04-02 02:00:00,2017-02-04 02:00:00,54.64872,-1.08627,1.46,6.67,92.8,15.4,4.211,1.01,7.3
2017-04-02 02:30:00,2017-02-04 02:30:00,54.64871,-1.08629,1.59,6.25,91.4,15.2,4.301,0.96,7.25
2017-04-02 03:00:00,2017-02-04 03:00:00,54.64869,-1.08629,1.27,6.67,87.2,16.9,4.167,0.96,7.25
2017-04-02 03:30:00,2017-02-04 03:30:00,54.64873,-1.08619,1.13,6.25,95.6,20.0,4.167,0.91,7.3
2017-04-02 04:00:00,2017-02-04 04:00:00,54.64871,-1.08619,1.1,6.25,92.8,14.8,4.082,0.83,7.35
2017-04-02 04:30:00,2017-02-04 04:30:00,54.64873,-1.08602,1.12,6.25,85.8,18.2,3.81,0.8,7.35
2017-04-02 05:00:00,2017-02-04 05:00:00,54.64871,-1.08584,0.98,6.25,84.4,18.8,3.96,0.72,7.35
2017-04-02 05:30:00,2017-02-04 05:30:00,54.64858,-1.0852,0.92,6.67,81.6,24.8,3.96,0.66,7.35
2017-04-02 06:00:00,2017-02-04 06:00:00,54.64839,-1.08469,1.11,6.67,83.0,28.0,3.738,0.58,7.35
2017-04-02 06:30:00,2017-02-04 06:30:00,54.64832,-1.08462,0.79,6.25,80.2,22.6,3.67,0.57,7.35
2017-04-02 07:00:00,2017-02-04 07:00:00,54.64833,-1.0846,0.88,7.14,73.1,23.9,3.448,0.53,7.3
2017-04-02 07:30:00,2017-02-04 07:30:00,54.64832,-1.08462,0.7,6.67,75.9,23.2,3.704,0.52,7.3
2017-04-02 08:00:00,2017-02-04 08:00:00,54.64832,-1.08456,0.72,7.14,74.5,26.7,3.419,0.51,7.3
2017-04-02 08:30:00,2017-02-04 08:30:00,54.6483,-1.08456,0.8,6.67,70.3,35.6,3.509,0.49,7.3
2017-04-02 09:00:00,2017-02-04 09:00:00,54.64838,-1.08456,0.86,7.14,85.8,26.7,3.738,0.5,7.3
2017-04-02 09:30:00,2017-02-04 09:30:00,54.64845,-1.08449,0.88,7.14,83.0,39.5,3.333,0.49,7.25
2017-04-02 10:00:00,2017-02-04 10:00:00,54.64851,-1.08451,0.83,7.69,80.2,32.3,3.448,0.52,7.25
2017-04-02 10:30:00,2017-02-04 10:30:00,54.6486,-1.08451,0.91,7.14,88.6,24.7,3.846,0.54,7.25
2017-04-02 11:00:00,2017-02-04 11:00:00,54.64873,-1.08462,0.82,7.14,85.8,30.9,3.67,0.54,7.25
2017-04-02 11:30:00,2017-02-04 11:30:00,54.64874,-1.0846,0.83,7.14,83.0,33.0,3.252,0.5,7.15
2017-04-02 12:00:00,2017-02-04 12:00:00,54.64879,-1.08464,0.99,7.14,77.3,28.0,3.39,0.56,7.15
2017-04-02 12:30:00,2017-02-04 12:30:00,54.64894,-1.08501,0.83,6.67,98.4,29.5,3.15,0.54,7.2
2017-04-02 13:00:00,2017-02-04 13:00:00,54.64898,-1.08535,0.88,6.67,92.8,29.2,3.053,0.58,7.25
2017-04-02 13:30:00,2017-02-04 13:30:00,54.64891,-1.0858,0.72,6.67,91.4,29.3,2.878,0.51,7.25
2017-04-02 14:00:00,2017-02-04 14:00:00,54.6489,-1.08584,0.58,6.25,88.6,28.6,3.03,0.47,7.25
2017-04-02 14:30:00,2017-02-04 14:30:00,54.64886,-1.08599,0.58,6.25,94.2,27.0,3.175,0.41,7.25
2017-04-02 15:00:00,2017-02-04 15:00:00,54.64886,-1.08595,0.48,6.25,85.8,29.1,3.175,0.37,7.25
2017-04-02 15:30:00,2017-02-04 15:30:00,54.64888,-1.08595,0.56,6.67,70.3,32.3,2.941,0.35,7.25
2017-04-02 16:00:00,2017-02-04 16:00:00,54.64882,-1.08604,0.49,7.69,57.7,33.8,3.509,0.29,7.2
2017-04-02 16:30:00,2017-02-04 16:30:00,54.64876,-1.08614,0.41,7.69,52.0,26.3,3.67,0.32,7.25
2017-04-02 17:00:00,2017-02-04 17:00:00,54.64867,-1.08623,0.38,6.67,66.1,33.1,3.509,0.29,7.25
2017-04-02 17:30:00,2017-02-04 17:30:00,54.64866,-1.08619,0.48,6.67,63.3,26.2,5.0,0.31,7.3
2017-04-02 18:00:00,2017-02-04 18:00:00,54.6486,-1.08617,0.44,6.67,63.3,27.9,5.405,0.29,7.3
2017-04-02 18:30:00,2017-02-04 18:30:00,54.64852,-1.0861,0.52,11.11,33.8,12.3,5.797,0.29,7.3
2017-04-02 19:00:00,2017-02-04 19:00:00,54.64836,-1.08597,0.57,10.53,33.8,14.7,5.797,0.31,7.3
2017-04-02 19:30:00,2017-02-04 19:30:00,54.64822,-1.08557,0.54,10.53,33.8,8.7,4.938,0.34,7.35
2017-04-02 20:00:00,2017-02-04 20:00:00,54.64818,-1.08486,0.66,10.0,39.4,14.9,4.938,0.37,7.35
2017-04-02 20:30:00,2017-02-04 20:30:00,54.64818,-1.08473,0.69,10.0,30.9,8.8,5.797,0.42,7.35
2017-04-02 21:00:00,2017-02-04 21:00:00,54.64826,-1.08469,0.72,10.0,39.4,10.6,4.762,0.45,7.35
2017-04-02 21:30:00,2017-02-04 21:30:00,54.64824,-1.08466,0.91,8.33,38.0,15.2,4.348,0.48,7.3
2017-04-02 22:00:00,2017-02-04 22:00:00,54.64833,-1.08458,0.79,7.69,33.8,17.0,4.348,0.52,7.25
2017-04-02 22:30:00,2017-02-04 22:30:00,54.64825,-1.0846,0.93,8.33,32.3,16.2,4.124,0.55,6.95
2017-04-02 23:00:00,2017-02-04 23:00:00,54.64806,-1.08518,1.03,10.53,33.8,11.2,4.255,0.54,7.0
2017-04-02 23:30:00,2017-02-04 23:30:00,54.64828,-1.08563,1.22,10.0,32.3,13.8,4.494,0.6,6.95
2017-05-02 00:00:00,2017-02-05 00:00:00,54.64865,-1.08604,1.22,9.09,39.4,14.8,4.706,0.63,6.95
2017-05-02 00:30:00,2017-02-05 00:30:00,54.64874,-1.08617,0.78,9.09,36.6,16.0,4.545,0.61,6.95
2017-05-02 01:00:00,2017-02-05 01:00:00,54.64873,-1.08621,1.06,8.33,36.6,15.3,4.651,0.61,6.95
2017-05-02 01:30:00,2017-02-05 01:30:00,54.64874,-1.08623,1.1,9.09,40.8,17.8,4.494,0.63,7.1
2017-05-02 02:00:00,2017-02-05 02:00:00,54.6488,-1.08619,0.96,9.09,36.6,19.6,4.598,0.68,7.0
2017-05-02 02:30:00,2017-02-05 02:30:00,54.64875,-1.08621,0.99,8.33,45.0,14.7,4.938,0.68,6.95
2017-05-02 03:00:00,2017-02-05 03:00:00,54.64874,-1.08621,0.99,10.0,40.8,20.6,4.762,0.62,6.95
2017-05-02 03:30:00,2017-02-05 03:30:00,54.64867,-1.08627,1.08,10.0,39.4,14.0,5.556,0.7,7.0
2017-05-02 04:00:00,2017-02-05 04:00:00,54.64873,-1.08625,0.97,9.09,46.4,15.8,4.878,0.64,7.25
2017-05-02 04:30:00,2017-02-05 04:30:00,54.64873,-1.08627,1.17,9.09,45.0,16.5,5.195,0.69,7.15
2017-05-02 05:00:00,2017-02-05 05:00:00,54.64868,-1.08627,1.48,9.09,47.8,14.4,4.762,0.66,7.25
2017-05-02 05:30:00,2017-02-05 05:30:00,54.64867,-1.08627,1.21,8.33,52.0,10.6,5.0,0.72,7.25
2017-05-02 06:00:00,2017-02-05 06:00:00,54.64857,-1.08632,1.16,9.09,47.8,12.3,5.333,0.78,7.3
2017-05-02 06:30:00,2017-02-05 06:30:00,54.6484,-1.08625,1.24,8.33,54.8,11.6,5.263,0.72,7.35
2017-05-02 07:00:00,2017-02-05 07:00:00,54.64845,-1.08621,1.43,8.33,50.6,13.9,5.405,0.74,7.35
2017-05-02 07:30:00,2017-02-05 07:30:00,54.6483,-1.08589,1.04,7.69,49.2,12.0,5.405,0.73,7.35
2017-05-02 08:00:00,2017-02-05 08:00:00,54.64807,-1.08529,1.32,8.33,47.8,10.4,5.556,0.8,7.3
2017-05-02 08:30:00,2017-02-05 08:30:00,54.64814,-1.08484,1.13,8.33,49.2,13.4,5.333,0.71,7.3
2017-05-02 09:00:00,2017-02-05 09:00:00,54.64814,-1.08477,0.98,8.33,47.8,12.1,5.405,0.75,7.25
2017-05-02 09:30:00,2017-02-05 09:30:00,54.64818,-1.08471,1.17,8.33,49.2,13.1,5.405,0.72,7.25
2017-05-02 10:00:00,2017-02-05 10:00:00,54.64823,-1.08464,1.53,7.69,45.0,13.8,5.479,0.76,7.25
2017-05-02 10:30:00,2017-02-05 10:30:00,54.64826,-1.08462,1.25,7.69,47.8,10.1,5.195,0.8,7.2
2017-05-02 11:00:00,2017-02-05 11:00:00,54.64818,-1.08466,1.18,7.69,46.4,11.8,5.128,0.79,7.3
2017-05-02 11:30:00,2017-02-05 11:30:00,54.64814,-1.08475,1.18,8.33,45.0,13.1,5.063,0.79,7.25
2017-05-02 12:00:00,2017-02-05 12:00:00,54.64815,-1.08473,1.05,7.69,43.6,13.3,5.063,0.79,6.9
2017-05-02 12:30:00,2017-02-05 12:30:00,54.64806,-1.08507,1.07,8.33,43.6,16.5,5.128,0.71,6.9
2017-05-02 13:00:00,2017-02-05 13:00:00,54.64802,-1.0852,1.11,8.33,47.8,12.4,5.0,0.71,6.95
2017-05-02 13:30:00,2017-02-05 13:30:00,54.64809,-1.0852,1.04,7.14,49.2,12.8,5.333,0.71,6.95
2017-05-02 14:00:00,2017-02-05 14:00:00,54.64839,-1.08565,1.23,7.69,49.2,13.0,5.634,0.74,6.95
2017-05-02 14:30:00,2017-02-05 14:30:00,54.64855,-1.0858,0.93,7.14,53.4,11.3,5.556,0.72,6.95
2017-05-02 15:00:00,2017-02-05 15:00:00,54.64855,-1.08584,1.2,7.69,49.2,12.1,5.634,0.68,6.95
2017-05-02 15:30:00,2017-02-05 15:30:00,54.64856,-1.08584,0.98,8.33,49.2,14.3,5.479,0.66,7.0
2017-05-02 16:00:00,2017-02-05 16:00:00,54.64859,-1.08584,1.28,8.33,49.2,14.3,5.405,0.65,7.15
2017-05-02 16:30:00,2017-02-05 16:30:00,54.64864,-1.0858,1.23,7.14,54.8,12.6,5.333,0.69,7.2
2017-05-02 17:00:00,2017-02-05 17:00:00,54.64866,-1.0858,1.08,7.69,50.6,10.6,5.405,0.71,7.2
2017-05-02 17:30:00,2017-02-05 17:30:00,54.64861,-1.0858,0.97,7.69,52.0,12.5,5.405,0.73,7.2
2017-05-02 18:00:00,2017-02-05 18:00:00,54.64859,-1.0858,1.02,7.69,50.6,10.3,5.479,0.72,7.25
2017-05-02 18:30:00,2017-02-05 18:30:00,54.64857,-1.08584,1.04,7.69,52.0,12.4,5.263,0.63,6.95
2017-05-02 19:00:00,2017-02-05 19:00:00,54.64856,-1.08578,0.98,7.14,54.8,15.6,5.263,0.66,6.9
2017-05-02 19:30:00,2017-02-05 19:30:00,54.64844,-1.08574,0.94,7.69,52.0,12.3,5.263,0.64,6.9
2017-05-02 20:00:00,2017-02-05 20:00:00,54.64829,-1.08522,0.93,7.69,53.4,13.8,5.333,0.61,6.95
2017-05-02 20:30:00,2017-02-05 20:30:00,54.64827,-1.08494,0.94,7.69,56.3,11.2,5.479,0.64,6.95
2017-05-02 21:00:00,2017-02-05 21:00:00,54.64828,-1.08486,0.96,7.69,56.3,11.2,5.556,0.65,7.05
2017-05-02 21:30:00,2017-02-05 21:30:00,54.64827,-1.08481,1.02,7.14,50.6,13.9,5.333,0.61,7.15
2017-05-02 22:00:00,2017-02-05 22:00:00,54.64824,-1.08479,0.81,7.69,45.0,11.9,5.634,0.65,7.15
2017-05-02 22:30:00,2017-02-05 22:30:00,54.6481,-1.08499,0.94,7.14,50.6,14.1,5.333,0.63,6.7
2017-05-02 23:00:00,2017-02-05 23:00:00,54.64811,-1.08496,1.1,7.14,49.2,16.9,5.333,0.57,6.75
2017-05-02 23:30:00,2017-02-05 23:30:00,54.64812,-1.08496,1.18,7.69,47.8,13.9,5.797,0.65,6.75
2017-06-02 00:00:00,2017-02-06 00:00:00,54.64815,-1.0849,0.84,7.14,47.8,15.2,5.556,0.63,6.8
2017-06-02 00:30:00,2017-02-06 00:30:00,54.64816,-1.0849,0.93,6.67,49.2,13.0,5.634,0.62,6.75
2017-06-02 01:00:00,2017-02-06 01:00:00,54.64823,-1.08481,0.93,7.69,49.2,15.7,5.556,0.57,6.8
2017-06-02 01:30:00,2017-02-06 01:30:00,54.64831,-1.08484,0.9,7.14,49.2,14.3,5.714,0.57,6.8
2017-06-02 02:00:00,2017-02-06 02:00:00,54.64856,-1.08479,0.89,7.14,50.6,15.1,5.479,0.61,6.8
2017-06-02 02:30:00,2017-02-06 02:30:00,54.6488,-1.08537,0.86,7.14,50.6,14.1,5.556,0.58,6.75
2017-06-02 03:00:00,2017-02-06 03:00:00,54.64871,-1.08595,1.0,7.69,47.8,15.1,5.556,0.57,6.75
2017-06-02 03:30:00,2017-02-06 03:30:00,54.6487,-1.08602,0.85,7.14,50.6,14.4,5.556,0.6,6.7
2017-06-02 04:00:00,2017-02-06 04:00:00,54.6487,-1.08599,1.01,7.14,52.0,12.6,5.405,0.58,6.7
2017-06-02 04:30:00,2017-02-06 04:30:00,54.64867,-1.08606,0.86,7.14,52.0,12.3,5.797,0.62,6.65
2017-06-02 05:00:00,2017-02-06 05:00:00,54.64869,-1.08604,1.07,6.67,53.4,13.1,5.556,0.6,6.7
2017-06-02 05:30:00,2017-02-06 05:30:00,54.6487,-1.08602,1.07,6.67,56.3,14.2,5.797,0.59,6.7
2017-06-02 06:00:00,2017-02-06 06:00:00,54.64866,-1.08608,1.24,7.69,53.4,12.8,5.797,0.58,6.7
2017-06-02 06:30:00,2017-02-06 06:30:00,54.64864,-1.08608,1.01,7.14,54.8,14.1,5.882,0.63,6.65
2017-06-02 07:00:00,2017-02-06 07:00:00,54.6486,-1.08612,0.98,7.14,53.4,11.3,5.882,0.61,6.9
2017-06-02 07:30:00,2017-02-06 07:30:00,54.64852,-1.08606,1.0,7.69,52.0,13.7,5.97,0.66,7.0
2017-06-02 08:00:00,2017-02-06 08:00:00,54.64851,-1.08584,1.04,7.69,50.6,13.3,5.797,0.64,7.0
2017-06-02 08:30:00,2017-02-06 08:30:00,54.64837,-1.08574,1.31,7.69,47.8,11.6,6.061,0.66,6.95
2017-06-02 09:00:00,2017-02-06 09:00:00,54.64814,-1.08522,1.06,7.69,45.0,10.3,5.556,0.68,6.9
2017-06-02 09:30:00,2017-02-06 09:30:00,54.64827,-1.08481,1.18,7.69,47.8,10.0,6.061,0.76,7.0
2017-06-02 10:00:00,2017-02-06 10:00:00,54.64823,-1.08477,1.33,8.33,46.4,9.8,6.154,0.76,6.7
2017-06-02 10:30:00,2017-02-06 10:30:00,54.64826,-1.08473,1.64,7.69,46.4,14.4,6.061,0.81,6.45
2017-06-02 11:00:00,2017-02-06 11:00:00,54.6481,-1.08496,1.42,7.69,46.4,14.4,6.349,0.81,6.45
2017-06-02 11:30:00,2017-02-06 11:30:00,54.6481,-1.08496,1.63,7.69,45.0,13.4,6.452,0.86,6.5
2017-06-02 12:00:00,2017-02-06 12:00:00,54.64814,-1.0849,1.69,8.33,43.6,12.3,6.349,0.88,6.55
2017-06-02 12:30:00,2017-02-06 12:30:00,54.64814,-1.0849,1.66,8.33,43.6,9.6,5.797,0.96,6.65
2017-06-02 13:00:00,2017-02-06 13:00:00,54.64822,-1.08484,1.59,8.33,45.0,9.3,5.797,1.06,6.7
2017-06-02 13:30:00,2017-02-06 13:30:00,54.64832,-1.08486,1.64,8.33,46.4,11.2,5.634,1.01,6.75
2017-06-02 14:00:00,2017-02-06 14:00:00,54.64864,-1.0849,1.59,8.33,49.2,13.5,5.405,0.97,6.8
2017-06-02 14:30:00,2017-02-06 14:30:00,54.64883,-1.08565,1.56,9.09,47.8,10.0,5.479,1.08,6.8
2017-06-02 15:00:00,2017-02-06 15:00:00,54.64879,-1.08599,1.71,9.09,49.2,13.0,5.063,1.06,6.8
2017-06-02 15:30:00,2017-02-06 15:30:00,54.64877,-1.08602,1.7,8.33,50.6,12.8,4.878,1.02,6.75
2017-06-02 16:00:00,2017-02-06 16:00:00,54.64882,-1.08604,1.75,9.09,52.0,11.4,5.333,1.07,6.75
2017-06-02 16:30:00,2017-02-06 16:30:00,54.64887,-1.08599,1.89,8.33,56.3,13.4,5.195,1.06,6.7
2017-06-02 17:00:00,2017-02-06 17:00:00,54.64887,-1.08599,1.75,7.69,54.8,11.0,5.063,1.07,6.65
2017-06-02 17:30:00,2017-02-06 17:30:00,54.64884,-1.08606,1.52,8.33,53.4,12.2,5.0,1.1,6.75
2017-06-02 18:00:00,2017-02-06 18:00:00,54.64882,-1.0861,1.57,7.69,53.4,11.8,5.195,1.14,6.75
2017-06-02 18:30:00,2017-02-06 18:30:00,54.64881,-1.0861,1.53,9.09,53.4,12.1,4.762,1.07,6.85
2017-06-02 19:00:00,2017-02-06 19:00:00,54.64873,-1.08619,1.9,8.33,53.4,14.8,4.545,1.11,6.95
2017-06-02 19:30:00,2017-02-06 19:30:00,54.64865,-1.08625,1.55,8.33,57.7,11.6,4.706,1.13,7.0
2017-06-02 20:00:00,2017-02-06 20:00:00,54.64866,-1.08625,2.14,7.69,57.7,10.3,4.706,1.13,7.05
2017-06-02 20:30:00,2017-02-06 20:30:00,54.64868,-1.08619,1.78,8.33,60.5,12.8,4.651,1.14,7.05
2017-06-02 21:00:00,2017-02-06 21:00:00,54.64872,-1.08617,1.83,7.69,54.8,11.3,4.762,1.2,7.05
2017-06-02 21:30:00,2017-02-06 21:30:00,54.64874,-1.08608,1.93,7.69,54.8,9.5,4.762,1.18,7.05
2017-06-02 22:00:00,2017-02-06 22:00:00,54.64873,-1.08593,1.9,5.88,83.0,21.3,4.651,1.15,7.05
2017-06-02 22:30:00,2017-02-06 22:30:00,54.6488,-1.08496,1.83,8.33,53.4,12.9,4.651,1.15,7.05
2017-06-02 23:00:00,2017-02-06 23:00:00,54.64856,-1.08475,2.04,8.33,50.6,12.6,4.819,1.16,7.05
2017-06-02 23:30:00,2017-02-06 23:30:00,54.64842,-1.08466,1.95,8.33,53.4,10.6,4.938,1.22,7.15
2017-07-02 00:00:00,2017-02-07 00:00:00,54.64838,-1.08473,2.17,6.25,74.5,19.7,4.938,1.24,6.95
2017-07-02 00:30:00,2017-02-07 00:30:00,54.64858,-1.08462,1.92,6.25,80.2,16.9,4.819,1.27,6.9
2017-07-02 01:00:00,2017-02-07 01:00:00,54.6486,-1.08462,2.22,6.25,81.6,17.8,4.819,1.33,6.95
2017-07-02 01:30:00,2017-02-07 01:30:00,54.64864,-1.08466,2.41,7.14,60.5,17.7,4.878,1.4,6.95
2017-07-02 02:00:00,2017-02-07 02:00:00,54.64872,-1.08484,2.34,7.14,61.9,18.5,4.878,1.45,7.0
2017-07-02 02:30:00,2017-02-07 02:30:00,54.64889,-1.08509,2.68,7.14,60.5,15.7,5.0,1.48,7.0
2017-07-02 03:00:00,2017-02-07 03:00:00,54.64896,-1.08569,2.28,6.67,75.9,20.8,5.0,1.49,7.0
2017-07-02 03:30:00,2017-02-07 03:30:00,54.64886,-1.08599,2.59,8.33,54.8,11.4,5.263,1.59,7.0
2017-07-02 04:00:00,2017-02-07 04:00:00,54.64884,-1.08608,2.18,8.33,53.4,12.2,5.333,1.57,7.0
2017-07-02 04:30:00,2017-02-07 04:30:00,54.64883,-1.08617,2.52,8.33,54.8,11.6,5.405,1.61,7.0
2017-07-02 05:00:00,2017-02-07 05:00:00,54.64877,-1.08621,2.94,8.33,61.9,9.5,5.405,1.56,6.95
2017-07-02 05:30:00,2017-02-07 05:30:00,54.6488,-1.08619,2.26,8.33,57.7,12.8,5.479,1.58,6.9
2017-07-02 06:00:00,2017-02-07 06:00:00,54.64882,-1.0861,2.41,8.33,59.1,11.2,5.556,1.49,6.9
2017-07-02 06:30:00,2017-02-07 06:30:00,54.64884,-1.08608,2.29,8.33,59.1,13.7,5.714,1.51,6.95
