day_number,AN1_50S_WS_Avg,AN2_50N_WS_Avg,AN3_30S_WS_Avg,AN4_10S_WS_Avg,AN1_50S_WS_Std,AN2_50N_WS_Std,AN3_30S_WS_Std,AN4_10S_WS_Std,AN1_50S_WS_3SA_Max,AN2_50N_WS_3SA_Max,AN3_30S_WS_3SA_Max,AN4_10S_WS_3SA_Max,WV1_48N_WD_AVG,WV1_48N_WV_STD,WV2_28N_WD_AVG,WV2_28N_WV_STD,WV3_8N_WD_AVG,WV3_8N_WV_STD,ANx_80_WS_min_Avg,ANx_80_WS_Avg,ANx_80_WS_max_Avg,TRH1_50_TMP_Avg,TRH1_50_RH_Avg,TRH2_10_RH_Avg,BAR1_50_PRES_Avg,BAR2_10_PRES_Avg
305,8.712354166666666,8.522,8.392020833333333,7.7845625,0.9121874999999999,0.9861041666666667,0.8882291666666666,0.9129583333333334,11.067854166666665,10.984770833333334,10.722,10.238458333333334,223.59583333333333,5.6463125000000005,224.86458333333334,5.965062499999999,245.3375,7.2674375,6.869458333333333,9.090416666666668,11.3555625,17.417916666666667,75.87979166666666,77.39895833333334,995.0625,999.5625
306,9.062624999999999,9.069333333333333,8.8451875,8.456666666666667,0.8595,0.9084583333333334,0.8448125000000001,0.9036666666666666,11.207187500000002,11.278833333333333,10.9993125,10.772895833333335,239.55208333333334,4.984104166666667,239.43958333333333,5.051416666666666,255.05208333333334,7.339375,7.084833333333333,9.4256875,11.789020833333334,16.068541666666665,80.71958333333333,81.69520833333333,993.625,998.1666666666666
307,3.7451041666666662,3.6779166666666665,3.6938750000000002,3.5962708333333335,0.3522083333333333,0.38256249999999997,0.34014583333333337,0.3681666666666667,4.6499999999999995,4.6142916666666665,4.563666666666667,4.518354166666667,192.52202083333336,6.147875,192.49597916666667,5.828333333333333,200.98645833333333,7.047166666666667,2.5192083333333333,3.8476250000000003,5.33475,13.310208333333334,72.86708333333333,77.01104166666667,1003.9583333333334,1008.5208333333334
308,4.729791666666666,4.772333333333333,4.590479166666666,4.511375,0.5459375000000001,0.5668958333333333,0.5391041666666666,0.5395208333333333,6.114583333333333,6.208375,5.930062500000001,5.837041666666667,261.91802083333334,9.156208333333334,253.57520833333334,8.643979166666666,252.25747916666668,10.281374999999999,3.268708333333333,4.888895833333334,6.6810833333333335,13.659374999999999,69.99166666666666,73.233125,1009.3333333333334,1013.9791666666666
309,4.485291666666667,4.41225,4.395770833333334,4.276416666666667,0.34572916666666664,0.3567916666666667,0.34541666666666665,0.4237708333333334,5.291229166666667,5.225791666666667,5.201708333333333,5.284458333333333,181.93270833333335,5.080125,181.43041666666667,5.0805,182.374,7.603104166666667,3.1712291666666665,4.609729166666667,6.196333333333333,12.599375,85.51125,85.70208333333333,1015.7916666666666,1020.4791666666666
310,8.572076923076922,8.591256410256412,8.307230769230769,7.814974358974359,0.6974615384615385,0.7055641025641025,0.7016410256410257,0.7523846153846154,10.289102564102564,10.310589743589743,10.015846153846153,9.75925641025641,217.78205128205127,4.272,218.774358974359,4.748384615384616,239.76410256410256,6.189179487179487,6.89323076923077,8.904076923076923,10.922051282051282,15.179487179487179,82.80282051282052,83.23897435897436,1014.1025641025641,1018.5897435897435
311,9.3005,9.256124999999999,9.182104166666667,9.008000000000001,0.844375,0.9697708333333334,0.8509583333333333,0.8855416666666667,11.380749999999999,11.544583333333334,11.258666666666665,11.274708333333335,249.5,4.9232708333333335,249.94375,4.987854166666667,265.425,7.090416666666666,7.384979166666667,9.57875,11.786770833333334,17.484166666666667,67.93104166666667,70.53375,1012.4375,1017.0625
312,7.4221875,7.157291666666667,7.249312499999999,6.948541666666666,0.6393333333333333,0.7715416666666667,0.6414375,0.6598958333333333,9.022708333333332,8.969229166666667,8.832125,8.6479375,234.4333333333333,5.0573749999999995,235.53125,5.0695625,255.1875,6.256729166666666,5.855479166666666,7.638729166666667,9.434833333333334,16.847083333333334,69.17708333333333,71.66,1012.2083333333334,1016.7083333333334
313,6.4648125,6.427416666666667,6.270770833333334,5.9124375,0.5546875,0.6086458333333333,0.5504166666666667,0.539875,7.7616875,7.819604166666667,7.5718125,7.1827708333333335,238.38958333333335,5.905333333333334,238.9416666666667,5.393895833333333,256.82708333333335,6.155437500000001,5.182791666666667,6.736791666666666,8.371854166666667,20.620208333333334,71.46541666666667,74.94854166666667,1012.6041666666666,1017.0416666666666
314,3.9231458333333333,3.8348541666666667,4.247895833333334,3.7335833333333333,0.37000000000000005,0.37052083333333335,0.3802291666666667,0.43902083333333336,4.856395833333333,4.7576875,5.191958333333333,4.6325625,141.40395833333335,6.7711875,141.34770833333334,5.942791666666667,150.83708333333334,5.743083333333334,2.0124166666666667,4.204416666666667,7.356645833333334,21.934166666666666,69.79,85.35458333333334,1009.8125,1014.4166666666666
315,4.909041666666667,4.754479166666667,4.7423125,3.9292916666666664,0.46989583333333335,0.4891041666666667,0.4508541666666666,0.5020625,5.9491249999999996,5.84225,5.7799375,5.098416666666666,222.52814583333335,8.447395833333333,217.61083333333332,8.956604166666667,200.31429166666666,11.401874999999999,3.576875,5.317729166666667,8.280375000000001,19.592499999999998,77.60895833333333,84.42458333333333,1001.5625,1006.125
316,5.050625,4.908166666666667,4.8336875,4.494729166666667,0.5524375,0.6075208333333334,0.5303125,0.5452708333333334,6.368354166666666,6.354833333333333,6.1419999999999995,5.887083333333333,233.0875,8.536416666666666,232.31041666666667,8.066895833333334,247.4104166666667,8.143062500000001,3.8055625,5.274333333333334,6.896208333333334,18.309583333333332,70.18145833333334,73.94916666666667,1007.5625,1012.1458333333334
317,3.2476041666666666,3.1956458333333333,3.2928333333333337,2.802208333333333,0.3620833333333333,0.3617083333333333,0.3323125,0.39368749999999997,4.08775,4.034583333333333,4.081770833333334,3.6860208333333335,179.63770833333334,8.288291666666668,182.26895833333333,6.7963958333333325,205.58416666666665,6.502208333333333,2.237041666666667,3.5183541666666667,5.199,19.179166666666667,75.311875,80.51791666666666,1010.9583333333334,1015.5833333333334
318,2.8148541666666667,2.7453958333333333,3.2376458333333336,2.9821458333333335,0.22685416666666666,0.2368125,0.23404166666666668,0.27320833333333333,3.343916666666667,3.3049583333333334,3.753604166666667,3.5676875,152.30854166666668,5.907375000000001,154.7325,4.806791666666666,172.32916666666665,5.877479166666667,1.7611875000000001,2.991604166666667,5.179166666666666,17.971875,79.62,88.30270833333333,1012.7291666666666,1017.25
319,4.2054583333333335,4.183666666666666,4.111416666666667,3.581666666666667,0.4059375,0.41204166666666664,0.3846875,0.44966666666666666,5.239916666666667,5.217708333333333,5.068520833333333,4.603291666666666,199.53125,5.7261041666666666,198.81458333333333,5.139479166666667,214.79166666666666,6.326208333333334,3.141541666666667,4.5099375,6.128520833333333,17.995,79.765625,84.01416666666667,1008.8958333333334,1013.5625
320,8.5476875,8.389708333333333,8.37225,8.116333333333333,0.7684375,0.8991041666666666,0.7649583333333334,0.8055833333333333,10.455895833333333,10.483416666666667,10.244729166666668,10.184270833333334,237.62291666666667,5.6159583333333325,238.28958333333333,5.404458333333333,256.4375,6.941083333333334,6.720791666666667,8.795145833333333,10.890458333333333,16.265,72.16208333333334,74.76208333333334,1008.5,1013.1041666666666
321,6.534085106382978,6.4035744680851066,6.271574468085107,5.799127659574467,0.6009148936170212,0.6495106382978724,0.6273829787234042,0.6546595744680851,7.957829787234042,7.954595744680851,7.774765957446808,7.487893617021276,222.75531914893617,4.988893617021277,224.3595744680851,5.027659574468085,245.6617021276596,6.36204255319149,5.165659574468085,6.818617021276596,8.489936170212765,15.82872340425532,76.74468085106383,78.95127659574469,1010.1063829787234,1014.7446808510638
322,5.924520833333333,5.939729166666666,5.668541666666666,5.1277083333333335,0.5963125,0.5948125000000001,0.5794374999999999,0.6445416666666667,7.445104166666667,7.401916666666666,7.191604166666667,6.7794375,224.15479166666668,7.344458333333333,218.27433333333332,6.502854166666666,197.98172916666667,8.455166666666667,4.539208333333334,6.280562499999999,8.413083333333333,15.625833333333333,80.07083333333334,82.59416666666667,1005.625,1010.2291666666666
323,4.5066250000000005,4.5018125,4.284416666666666,3.8641875,0.48416666666666663,0.48245833333333327,0.500375,0.5341041666666667,5.588041666666666,5.574229166666666,5.4152708333333335,5.09225,194.70000000000002,5.876083333333334,193.92916666666667,6.296833333333333,208.8479166666667,8.261083333333334,3.2597083333333337,4.759916666666666,6.331666666666667,14.644374999999998,82.28666666666666,82.41250000000001,1004.6458333333334,1009.25
324,4.3478125,4.278458333333334,4.097458333333333,3.4350625000000004,0.32087499999999997,0.32425,0.3333541666666667,0.45808333333333334,5.053208333333333,4.975145833333333,4.82325,4.525458333333334,188.74166666666667,4.653791666666667,200.86393750000002,4.919625,200.568125,10.625375,3.409708333333333,4.683583333333334,6.145020833333334,14.648541666666667,95.84166666666665,94.63958333333333,1002.4583333333334,1007.0625
325,5.534541666666667,5.578187499999999,5.440874999999999,5.397083333333334,0.533625,0.570875,0.5334583333333334,0.5575,6.845791666666667,6.9488125,6.7833958333333335,6.8089375,252.6291666666667,5.993125,252.06458333333333,6.0516250000000005,267.0708333333333,8.213583333333334,4.13325,5.691041666666667,7.2950625,15.238541666666668,74.31520833333333,75.96,1005.5625,1009.9375
326,6.560145833333333,6.550166666666667,6.434520833333333,6.400083333333334,0.6829791666666667,0.7459375,0.657875,0.6485625,8.325395833333333,8.471270833333334,8.174125,8.086979166666667,267.7729166666667,6.188458333333333,266.18958333333336,6.060854166666666,279.24791666666664,9.3429375,4.837541666666667,6.729479166666667,8.6641875,14.467083333333333,68.80979166666667,71.454375,1008.0625,1012.5416666666666
327,4.639645833333334,4.4676875,4.532395833333333,4.265666666666667,0.43775000000000003,0.45491666666666664,0.4384375,0.49185416666666665,5.6933541666666665,5.571437499999999,5.5838125000000005,5.512770833333334,172.85791666666668,6.134166666666666,173.890625,5.576791666666666,191.610625,6.867166666666667,3.3917083333333333,4.801770833333333,6.261291666666666,14.6175,76.68145833333334,78.35520833333334,1008.375,1012.8125
328,5.104895833333333,5.018208333333333,5.160520833333334,4.79,0.3700625,0.36139583333333336,0.36160416666666667,0.4401041666666667,6.028125,5.9326875,6.049145833333333,5.828625,128.03375,4.6263958333333335,129.303125,4.559208333333333,141.69645833333334,5.756520833333333,3.8012083333333333,5.315145833333333,6.909666666666666,15.194583333333334,90.26666666666667,91.2625,1001.5833333333334,1006.25
329,11.161395833333332,11.001875,10.849166666666667,10.037729166666667,1.0875000000000001,1.1431041666666666,1.0837708333333333,1.1720625,13.794583333333334,13.7588125,13.518083333333331,12.889395833333333,215.63333333333333,5.916666666666667,216.4729166666667,5.6135625000000005,236.375,7.083666666666667,8.938104166666667,11.660833333333334,14.400916666666667,17.351666666666667,79.97520833333333,80.76145833333334,992.4791666666666,996.9583333333334
330,8.7444375,8.656166666666666,8.514895833333334,8.115833333333333,0.808375,0.8614375000000001,0.8118124999999999,0.8520625000000001,10.754583333333334,10.767687500000001,10.556916666666666,10.3301875,253.09895833333334,6.0403125,245.70193749999999,5.9909375,246.75166666666667,8.131729166666666,6.901770833333334,9.080979166666667,11.285229166666667,16.391875,79.72479166666666,80.92604166666666,996.9166666666666,1001.3958333333334
331,4.623166666666667,4.616645833333333,4.468645833333333,4.135291666666666,0.41529166666666667,0.43831250000000005,0.42268749999999994,0.5179166666666667,5.6055625000000004,5.650666666666666,5.4973125,5.2998125,247.78645833333334,6.3738125,247.06216666666668,6.371145833333333,247.35060416666667,9.535354166666666,3.5512916666666663,4.8558125,6.259479166666666,15.456458333333332,76.0,77.96354166666667,1010.7916666666666,1015.5625
332,6.4268125000000005,6.412916666666667,6.3232083333333335,5.912875,0.6478541666666667,0.6603958333333333,0.6606666666666666,0.6749166666666667,8.086625,8.108708333333334,7.9941875,7.62725,205.97687499999998,8.921229166666667,199.015625,6.7804166666666665,216.70125,8.069979166666666,4.736645833333333,6.731125,9.028541666666667,17.346875,67.15916666666666,71.88083333333334,1015.6458333333334,1020.1666666666666
333,13.915625,13.163229166666667,13.62625,13.113770833333334,1.3985416666666666,1.64,1.3952916666666668,1.4232500000000001,17.511458333333334,17.224166666666665,17.209166666666665,16.943749999999998,232.20624999999998,5.579833333333333,233.625,5.463729166666667,253.9125,7.139500000000001,10.991895833333333,14.253749999999998,17.539791666666666,17.535833333333333,70.84645833333333,72.8,1007.8958333333334,1012.0625
334,10.952104166666667,11.168999999999999,10.725041666666668,10.670854166666667,1.2009166666666666,1.2282708333333334,1.1488958333333332,1.1739375,13.867229166666666,14.1533125,13.612958333333333,13.745854166666668,269.31041666666664,6.093208333333333,268.47291666666666,5.656104166666666,281.01875,8.257875,8.261375,11.2779375,14.320833333333333,14.753333333333332,62.31312499999999,65.401875,1009.5208333333334,1014.0625
335,5.437124999999999,5.383395833333334,5.291666666666667,5.1647083333333335,0.5554375,0.5880625,0.5425416666666667,0.6003958333333334,6.7406041666666665,6.746541666666666,6.6174583333333326,6.610458333333334,203.54841666666667,6.9526666666666666,203.43235416666667,7.054645833333333,218.23770833333333,9.87975,3.779666666666667,5.601,7.4963750000000005,11.752708333333333,75.57395833333334,76.93291666666667,1016.6041666666666,1021.3125
336,4.799875,4.7750625,4.746270833333333,4.64675,0.4239583333333334,0.4272708333333333,0.42268750000000005,0.49983333333333335,5.901291666666666,5.876791666666667,5.853270833333333,5.866270833333334,213.724375,7.43425,212.68541666666667,7.921083333333333,218.11187500000003,10.222458333333334,3.5466041666666666,4.9281875,6.451854166666667,11.756666666666668,82.34,81.88625,1015.875,1020.6458333333334
337,8.667041666666666,8.431041666666667,8.4168125,8.112229166666667,0.7579791666666665,0.8583333333333334,0.7465416666666668,0.7610208333333333,10.598854166666667,10.499062499999999,10.293395833333333,10.09125,234.1604166666667,4.335041666666666,234.58124999999998,4.507770833333333,253.44791666666666,5.8505,6.751541666666667,8.9100625,11.083916666666667,16.000208333333333,87.61312500000001,87.960625,1009.3958333333334,1014.0833333333334
338,11.603604166666665,11.039083333333332,11.323458333333333,10.835,1.046625,1.2731666666666668,1.0433333333333332,1.0823125,14.185,14.042499999999999,13.9275,13.762333333333332,231.82916666666665,4.5737499999999995,232.9104166666667,4.9423125,254.14374999999998,6.2555000000000005,9.337625000000001,11.913937500000001,14.498958333333334,17.092916666666667,77.74958333333333,79.39833333333333,1009.9791666666666,1014.4166666666666
339,8.316,8.387708333333334,8.140083333333333,7.921541666666666,0.7919791666666667,0.8562916666666668,0.7872083333333334,0.8103750000000001,10.243020833333334,10.410416666666666,10.040625,9.980916666666667,250.86249999999998,5.1933125,250.65416666666667,5.245604166666666,265.23541666666665,7.450500000000001,6.454999999999999,8.614541666666666,10.794395833333333,16.73,73.785625,76.04062499999999,1011.625,1016.2708333333334
340,4.1259375,4.138270833333333,4.045604166666666,3.8259375,0.3543541666666667,0.36022916666666666,0.3642916666666667,0.3824375,4.99725,4.9956249999999995,4.9526666666666666,4.753625,182.28397916666665,6.252624999999999,175.50400000000002,6.386749999999999,186.60916666666665,7.400791666666667,2.7960208333333334,4.30525,5.984520833333334,14.932708333333332,75.06041666666667,80.53916666666667,1018.0833333333334,1022.8541666666666
341,5.112416666666666,4.97725,5.095125,4.82475,0.288875,0.2938958333333333,0.3146875,0.37477083333333333,5.816020833333333,5.7214375,5.856458333333333,5.716854166666667,149.73145833333334,5.062166666666667,152.94541666666666,4.3124375,171.33124999999998,4.994666666666666,3.9031249999999997,5.2634375,6.710875000000001,14.882083333333334,75.31,80.45291666666667,1018.3958333333334,1022.9791666666666
342,4.860291666666667,4.738083333333333,4.8981875,4.699270833333333,0.308125,0.30633333333333335,0.2950416666666667,0.38045833333333334,5.600895833333333,5.461916666666667,5.5951458333333335,5.5627708333333326,144.79458333333335,5.45325,147.03854166666667,4.140354166666667,165.16729166666667,6.020104166666666,3.4205,4.979020833333333,6.822520833333333,14.4225,80.08125,84.93458333333334,1013.8958333333334,1018.5833333333334
343,4.705729166666667,4.607145833333333,4.674625,4.339979166666667,0.31404166666666666,0.3133125,0.3331041666666667,0.40525000000000005,5.509083333333333,5.433541666666667,5.4989375,5.301229166666666,130.85,5.6455625000000005,135.38958333333332,5.78125,154.74791666666667,5.408645833333334,3.581375,4.88925,6.6982083333333335,14.616666666666667,83.70979166666667,87.43875000000001,1008.9583333333334,1013.625
344,6.962854166666666,6.782979166666667,7.025208333333333,6.603229166666666,0.4007083333333334,0.3976458333333333,0.3970416666666667,0.5014791666666667,8.019270833333334,7.8425416666666665,8.0516875,7.8201875,98.31166666666667,3.1161666666666665,100.4875,2.999875,114.02499999999999,3.5689999999999995,5.34425,7.179666666666667,9.06275,15.050416666666665,87.901875,90.92291666666667,1005.7291666666666,1010.5416666666666
345,6.143895833333333,6.0491874999999995,5.967624999999999,5.320395833333333,0.4460208333333333,0.43797916666666664,0.41854166666666665,0.4492083333333334,7.262166666666666,7.148104166666666,7.025458333333333,6.4636458333333335,124.97500000000001,4.223083333333333,125.60833333333333,4.114708333333334,138.51041666666666,4.956083333333333,4.7591875,6.475708333333333,8.222291666666667,15.054166666666667,88.84375,91.27708333333334,998.4583333333334,1003.1041666666666
346,10.81,10.825916666666666,10.107583333333332,8.637437499999999,1.2810208333333333,1.2406249999999999,1.2546041666666667,1.3004375,14.051937500000001,13.968125,13.268208333333334,12.107583333333332,189.98749999999998,5.924833333333333,189.94791666666666,6.2573125,205.81875,8.389458333333334,8.127625,11.6363125,15.245416666666666,16.267916666666668,82.015625,82.0175,990.1875,994.9583333333334
347,8.8805625,8.823916666666667,8.673479166666667,8.387770833333333,0.7700625,0.8645416666666667,0.7643333333333334,0.8075833333333332,10.805083333333334,10.890791666666667,10.62425,10.490645833333334,244.45416666666665,5.187645833333334,244.30416666666667,4.9609375,259.76666666666665,7.0679791666666665,6.9415000000000004,9.189229166666667,11.450270833333335,16.787708333333335,76.84875000000001,78.569375,1002.375,1006.8958333333334
348,8.068979166666667,7.9534375,7.759854166666667,7.1176666666666675,0.6685416666666667,0.707375,0.6484375,0.7150625,9.740791666666667,9.688520833333333,9.440395833333334,8.906333333333334,224.38333333333333,4.914979166666667,223.74166666666667,5.486416666666667,241.13125,7.2741875,6.531041666666667,8.459291666666667,10.440666666666667,18.353333333333335,84.25125,85.61708333333333,1010.0208333333334,1014.6875
349,3.559645833333333,3.51,3.655291666666667,3.157979166666667,0.43072916666666666,0.42231250000000004,0.3996458333333333,0.39847916666666666,4.595791666666667,4.499458333333333,4.571666666666666,4.042270833333333,135.09958333333333,7.1809166666666675,139.88254166666667,7.929083333333334,141.31091666666666,8.5844375,2.502291666666667,3.8532083333333333,6.439291666666667,18.53125,79.14645833333334,89.65166666666666,1014.1666666666666,1018.875
350,3.918270833333333,3.948,3.5154791666666667,2.874041666666667,0.3355208333333333,0.30806249999999996,0.35714583333333333,0.4008125,4.715291666666666,4.671125,4.3051458333333334,3.7849583333333334,163.69645833333334,5.572104166666667,157.72820833333333,5.9465625,136.85483333333335,9.089666666666668,2.6420833333333333,4.305833333333333,6.4132291666666665,16.083541666666665,87.758125,90.00229166666666,1012.9583333333334,1017.7291666666666
351,3.4324999999999997,3.4030416666666667,3.1440208333333337,2.7430625,0.27668750000000003,0.2440625,0.310875,0.40725000000000006,4.064604166666666,3.957333333333333,3.8334791666666668,3.6942291666666667,57.51291666666666,4.350145833333333,64.71577083333334,4.494770833333333,72.43458333333334,7.1933541666666665,2.3288541666666664,3.6739374999999996,5.171958333333333,14.475208333333333,99.82916666666667,99.08749999999999,1010.1875,1014.8125
352,7.827166666666667,7.540520833333333,7.579625,7.1615625,0.660375,0.7921041666666667,0.6730833333333334,0.7075416666666666,9.4405625,9.397645833333334,9.1443125,8.866604166666667,230.35833333333335,4.6956875,231.63125,5.000958333333333,252.79583333333335,6.254645833333334,6.386854166666667,8.084333333333333,9.787083333333333,16.635833333333334,75.80791666666667,78.47416666666668,1008.3333333333334,1012.8958333333334
353,5.087422222222222,5.013177777777778,4.919044444444444,4.559955555555556,0.39986666666666665,0.3978444444444444,0.42826666666666663,0.44137777777777776,6.032466666666667,5.962355555555555,5.925444444444444,5.6062,148.92422222222223,4.451822222222222,150.0042222222222,6.955088888888889,167.65155555555555,7.056911111111111,3.7866444444444443,5.291133333333334,7.0438222222222215,14.75,84.65933333333334,88.12,1011.7111111111111,1016.4666666666667
354,5.847931034482759,5.772620689655173,5.605689655172414,5.299620689655172,0.667,0.7107931034482758,0.6686206896551724,0.6725172413793103,7.576068965517241,7.656068965517242,7.3067586206896555,7.00751724137931,244.17931034482757,8.412620689655173,246.2655172413793,8.806310344827585,253.72034482758622,9.85548275862069,4.413,6.088827586206897,7.918379310344828,17.732413793103447,60.902068965517245,64.79206896551725,1013.9655172413793,1018.551724137931
355,6.879416666666667,6.788104166666667,6.564583333333334,5.9045625,0.6974999999999999,0.746375,0.66775,0.6785,8.651604166666667,8.692208333333333,8.329520833333333,7.652125000000001,216.30416666666667,5.606791666666666,216.49166666666667,6.0171874999999995,234.63541666666666,6.794875,5.4788958333333335,7.264375,9.082604166666666,17.89375,76.62458333333333,78.08083333333333,1013.8125,1018.4791666666666
356,8.2935,8.192208333333333,7.987375,7.378416666666666,0.7555208333333333,0.7988958333333334,0.7325208333333334,0.8110624999999999,10.2253125,10.155125,9.898583333333333,9.495645833333333,226.51250000000002,4.6465625,226.8375,4.9469375,244.81875,6.4589791666666665,6.5534583333333325,8.690166666666666,10.8421875,16.907708333333336,74.23979166666666,76.50937499999999,1009.4583333333334,1014.0416666666666
357,7.488208333333333,7.2372708333333335,7.2480208333333325,6.823125,0.7174583333333334,0.8061875000000001,0.6995833333333333,0.7253541666666666,9.179708333333332,9.076354166666667,8.9878125,8.6464375,226.75625,4.471666666666667,227.90416666666667,4.777645833333334,250.39166666666665,5.914979166666666,5.982937499999999,7.746270833333333,9.518854166666667,15.385625,70.69812499999999,73.93791666666667,1012.1458333333334,1016.8541666666666
358,8.705499999999999,8.429854166666667,8.406625,7.8999999999999995,0.7881874999999999,0.8639583333333333,0.7659791666666668,0.8130625,10.671979166666667,10.517854166666666,10.284854166666667,9.911395833333334,224.23125000000002,4.482729166666666,225.14374999999998,4.81225,245.5375,6.054020833333333,6.920229166666666,9.020333333333333,11.128958333333332,15.953333333333333,75.6975,77.53125,1006.5833333333334,1011.25
359,6.568666666666666,6.543833333333333,6.314604166666666,5.793479166666667,0.5381041666666667,0.5285208333333333,0.5114791666666666,0.5785208333333333,7.959104166666666,7.9340625,7.601854166666667,7.231875,183.42708333333334,4.8979791666666666,184.36041666666665,4.8734375000000005,201.74791666666667,6.426875,5.226479166666667,6.881541666666667,8.557166666666665,13.812708333333333,91.26458333333333,91.15833333333335,1003.1875,1007.8125
360,5.6312291666666665,5.641541666666666,5.281625,4.6361875,0.39595833333333336,0.3926875,0.40260416666666665,0.513,6.5489999999999995,6.5620416666666666,6.2178125,5.788,284.8433333333333,5.922166666666667,290.4775,5.168645833333334,274.33468750000003,11.611458333333333,4.4366666666666665,5.993270833333334,7.650645833333333,13.530000000000001,94.75395833333333,94.78958333333333,1002.3541666666666,1007.125
361,5.021083333333333,5.020145833333333,4.742500000000001,4.138875,0.5115,0.4980625,0.5115625,0.5630833333333333,6.254291666666667,6.247791666666667,5.944937500000001,5.536291666666667,193.3125,5.895,191.63750000000002,6.5688125,208.475,8.542729166666666,3.8684583333333333,5.362333333333333,7.038437500000001,16.8325,86.35229166666666,87.64125,1009.4166666666666,1014.25
362,8.1216875,7.905,7.788437500000001,7.036604166666667,0.7257291666666666,0.8177708333333333,0.7276458333333333,0.7348958333333333,9.813020833333333,9.753645833333334,9.507833333333332,8.8563125,220.95000000000002,4.873958333333333,221.20833333333334,5.909916666666667,240.24375,7.4924375,6.7033125,8.5383125,10.463,20.746875,79.5675,81.33333333333333,1012.6041666666666,1017.2083333333334
363,4.507791666666667,4.450625,4.376083333333333,3.6968333333333336,0.42035416666666664,0.42008333333333336,0.4060625,0.4008125,5.5683333333333325,5.495,5.385645833333334,4.692833333333334,174.150625,5.222208333333334,173.25833333333333,5.257770833333333,186.04375000000002,6.4972916666666665,3.3312916666666665,4.8572291666666665,6.646729166666667,20.211458333333333,76.05604166666667,81.96833333333333,1009.6458333333334,1014.3541666666666
364,8.446354166666667,8.2046875,8.131708333333334,7.4510000000000005,0.9117916666666667,0.984375,0.9056875,0.9338125,10.71925,10.660791666666666,10.426979166666667,9.84825,195.73749999999998,5.962020833333334,195.9375,6.172666666666667,212.1833333333333,7.893958333333334,6.564208333333333,8.8455625,11.185125,17.849791666666665,73.785,75.60375,1000.2083333333334,1004.8333333333334
365,11.080145833333333,11.119833333333332,10.45575,8.939041666666666,1.3604375,1.3287916666666666,1.3578333333333334,1.4451458333333334,14.59125,14.516458333333333,13.996250000000002,12.654354166666666,194.6875,6.123729166666667,194.88333333333333,6.5705,211.99791666666667,8.775854166666667,8.550166666666668,11.928770833333333,15.379583333333334,17.856458333333332,74.33604166666667,74.31958333333334,1000.1041666666666,1004.8541666666666
366,4.548,4.522104166666667,4.448354166666666,4.1316041666666665,0.368875,0.3794166666666667,0.37822916666666667,0.4005,5.423729166666667,5.436395833333333,5.337416666666667,5.0923541666666665,190.30645833333332,5.4056041666666665,183.95979166666666,4.733125,201.21675000000002,5.216895833333333,3.418416666666667,4.762083333333333,6.169854166666667,14.35375,74.301875,79.95625,1003.3541666666666,1008.0625
367,8.072541666666666,8.078541666666666,7.610062500000001,6.677229166666667,0.8171458333333333,0.7991874999999999,0.8240416666666667,0.8935,10.089604166666666,10.081625,9.585104166666666,8.922083333333333,193.26041666666666,5.9311875,192.96666666666667,6.312125000000001,209.3166666666667,8.299541666666666,6.209833333333333,8.608,11.065395833333334,14.954583333333334,69.16916666666667,69.744375,1005.9791666666666,1010.7916666666666
368,8.026583333333333,8.035416666666666,7.405104166666667,6.1781875,0.9838749999999999,0.9634166666666667,1.0067916666666668,1.0241875,10.438583333333334,10.408854166666666,9.867458333333333,8.867104166666666,182.31458333333333,6.642062500000001,182.1,7.046958333333333,196.5979166666667,9.052270833333333,5.8878125,8.706020833333334,11.661458333333334,18.131875,75.26645833333333,74.4225,1002.4583333333334,1007.1875
369,5.048166666666667,4.949958333333334,4.858479166666666,4.0795208333333335,0.4196041666666666,0.4023125,0.44025000000000003,0.5073541666666667,5.989791666666666,5.895812500000001,5.9126875000000005,5.245770833333333,116.28316666666666,6.444416666666666,118.15814583333334,6.041687499999999,116.75999999999999,7.983875,3.475520833333333,5.433083333333333,7.8605625,18.372291666666666,85.2975,90.04916666666666,1004.9166666666666,1009.5625
370,8.797958333333334,8.746770833333334,8.525125000000001,6.486145833333333,0.5847708333333334,0.57275,0.6256041666666666,1.2865833333333334,10.085416666666667,9.988520833333334,9.884895833333333,9.054770833333334,339.50624999999997,4.226041666666666,337.91249999999997,3.2737708333333333,313.65247916666664,18.880937499999998,6.735062500000001,9.783458333333334,12.8391875,13.232916666666666,100.0,100.0,1007.8958333333334,1012.3958333333334
371,2.6899583333333332,2.6731874999999996,2.5934166666666667,2.5071875,0.26035416666666666,0.2499583333333333,0.29535416666666664,0.39447916666666666,3.288479166666667,3.255333333333333,3.280208333333333,3.359166666666667,186.27710416666665,6.670041666666666,181.89670833333332,7.146833333333333,176.76245833333334,11.555895833333333,1.7514791666666667,2.7752916666666665,4.250479166666667,12.96,100.0,100.0,1004.8333333333334,1009.4375
372,6.638083333333333,6.692687500000001,6.416520833333333,5.9015625,0.5739791666666667,0.5749166666666666,0.5650208333333333,0.7080416666666666,8.097479166666668,8.168333333333333,7.842666666666666,7.545604166666667,299.69166666666666,5.703479166666667,297.38124999999997,5.279354166666667,294.410375,10.484270833333333,4.9549375,6.9939375,9.081083333333334,14.232708333333333,89.49479166666667,90.33416666666666,1005.8125,1010.5625
