,TIMESTAMP,AN1_50S_WS_Avg,AN2_50N_WS_Avg,AN3_30S_WS_Avg,AN4_10S_WS_Avg,AN1_50S_WS_Std,AN2_50N_WS_Std,AN3_30S_WS_Std,AN4_10S_WS_Std,AN1_50S_WS_3SA_Max,AN2_50N_WS_3SA_Max,AN3_30S_WS_3SA_Max,AN4_10S_WS_3SA_Max,WV1_48N_WD_AVG,WV1_48N_WV_STD,WV2_28N_WD_AVG,WV2_28N_WV_STD,WV3_8N_WD_AVG,WV3_8N_WV_STD,ANx_80_WS_min_Avg,ANx_80_WS_Avg,ANx_80_WS_max_Avg,conf_Avg,TRH1_50_TMP_Avg,TRH1_50_RH_Avg,TRH2_10_TMP_Avg,TRH2_10_RH_Avg,BAR1_50_PRES_Avg,BAR2_10_PRES_Avg,Days
0,2015-09-10 23:00:00,8.25,8.08,8.08,7.808,0.477,0.465,0.45,0.501,9.19,9.08,9.18,8.87,107.1,2.959,110.3,3.03,125.6,3.894,6.721,8.41,10.09,79.9,12.64,91.6,12.89,91.2,1015.0,1019.0,1
1,2015-09-11 00:00:00,5.4615,5.3995,5.3385,4.9955,0.3219999999999999,0.3255,0.4014999999999999,0.4525,6.3865,6.2525,6.182499999999999,6.0645,119.2,2.574,122.5,2.9770000000000003,137.8,4.5135000000000005,4.388999999999999,5.6535,6.926500000000001,77.63,12.24,92.9,12.5,92.2,1015.0,1019.0,2
2,2015-09-11 01:00:00,5.1935,5.148,4.6855,4.191,0.3894999999999999,0.3875,0.411,0.3775,5.98,6.1505,5.8025,5.2415,116.05,4.0825000000000005,120.2,4.4335,134.9,4.6325,3.6435,5.459,7.295999999999999,66.28,12.305,92.45,12.49,91.75,1014.5,1019.0,2
3,2015-09-11 02:00:00,5.3870000000000005,5.299,4.5515,3.719,0.293,0.3035,0.3705,0.3209999999999999,5.9975000000000005,5.956,5.524,4.6225000000000005,110.75,2.9135,116.9,4.7010000000000005,133.35000000000002,5.083,3.756,5.752000000000001,7.755,64.66999999999999,12.739999999999998,91.75,12.62,92.75,1014.0,1018.0,2
4,2015-09-11 03:00:00,4.239,4.201499999999999,3.989,3.83,0.4425,0.4475,0.4445,0.391,5.3445,5.2795000000000005,5.0685,4.86,116.75,5.712,120.95,5.7935,136.45,5.895,2.938,4.363,5.876,66.225,12.515,92.25,12.71,91.95,1013.5,1018.0,2
5,2015-09-11 04:00:00,5.688,5.6145,5.406499999999999,4.948,0.4659999999999999,0.448,0.3895,0.4415,6.7425,6.557,6.401999999999999,5.9795,110.8,4.1225000000000005,116.75,4.5075,134.85,4.837,4.4225,5.9325,7.4425,74.56,12.09,93.6,12.105,92.75,1013.0,1017.0,2
6,2015-09-11 05:00:00,6.202500000000001,6.1355,5.448499999999999,4.898,0.2755,0.2764999999999999,0.3269999999999999,0.3235,6.759,6.8705,6.208,5.6315,114.35,2.406,118.55,3.1965,136.0,3.946,4.2045,6.4655000000000005,8.73,64.59,11.89,93.55,11.865,93.75,1012.0,1017.0,2
7,2015-09-11 06:00:00,5.824,5.720000000000001,5.5625,5.362,0.506,0.511,0.433,0.438,6.963,7.0815,6.7395,6.4375,108.25,4.395,110.05,4.157,122.7,4.0925,4.237500000000001,5.9565,7.695,71.65,12.11,93.8,12.335,92.95,1012.0,1017.0,2
8,2015-09-11 07:00:00,5.1055,5.0415,4.9455,4.5545,0.3005,0.304,0.367,0.4185,5.743,5.736000000000001,5.718,5.581,115.3,2.6845,117.65,3.1125,130.4,4.3165,4.1835,5.3015,6.4215,78.81,13.085,92.15,13.21,92.2,1012.0,1017.0,2
9,2015-09-11 08:00:00,3.9595,3.892,3.5345,3.1055,0.5015000000000001,0.514,0.4305,0.368,5.3875,5.203,4.629,3.969,113.75,6.248,114.95,7.1425,125.15,8.385000000000002,2.6915,4.1885,5.7935,62.515,14.145,88.2,14.305,88.6,1012.0,1017.0,2
10,2015-09-11 09:00:00,6.851,6.7305,6.5225,5.991,0.565,0.552,0.5569999999999999,0.5445,8.0815,7.9475,7.906499999999999,7.5315,106.8,5.9,108.05,5.8855,120.1,5.257,5.3315,7.140499999999999,8.985,74.41,14.585,84.9,14.53,87.05000000000001,1012.0,1016.5,2
11,2015-09-11 10:00:00,7.4855,7.3135,7.534499999999999,7.157500000000001,0.5619999999999999,0.5505,0.605,0.6325000000000001,8.64,8.66,8.76,8.625,100.45,4.545,103.35,4.2065,116.65,4.9995,6.005,7.6845,9.365,78.065,15.22,80.36,15.025,83.69999999999999,1011.5,1015.5,2
12,2015-09-11 11:00:00,9.83,9.52,9.93,9.355,0.4415,0.4255,0.472,0.683,11.22,10.9,11.26,10.83,93.7,2.5655,97.15,2.664,112.35,3.709,8.0325,10.105,12.175,79.64,14.77,84.65,14.51,88.3,1010.5,1014.5,2
13,2015-09-11 12:00:00,11.255,10.88,11.27,10.420000000000002,0.523,0.497,0.52,0.7275,12.555,12.11,13.015,12.57,96.15,2.5875,98.35,2.2145,113.8,3.716,9.43,11.655,13.875,81.095,14.735,85.0,14.325,90.05,1010.0,1014.0,2
14,2015-09-11 13:00:00,11.54,11.17,11.475,10.575,0.4365,0.4075,0.51,0.6145,12.58,12.085,12.62,12.135,97.75,2.1685,99.75,2.115,114.5,3.4375,9.82,11.945,14.07,82.2,14.845,84.35,14.235,90.85,1009.0,1013.5,2
15,2015-09-11 14:00:00,11.22,10.865,11.355,10.54,0.6025,0.5920000000000001,0.581,0.7184999999999999,12.805,12.42,12.605,11.98,96.8,2.296,98.95,2.1335,114.05,3.3935000000000004,9.3,11.605,13.91,80.28999999999999,14.96,83.5,14.37,90.0,1009.0,1013.0,2
16,2015-09-11 15:00:00,12.265,11.835,12.185,11.16,0.4489999999999999,0.434,0.5255000000000001,0.698,13.23,12.815,13.485,12.865,97.0,2.015,99.75,2.225,114.75,3.7075,10.31,12.72,15.13,81.15,14.425,87.85,14.15,91.7,1008.5,1013.0,2
17,2015-09-11 16:00:00,11.845,11.45,11.755,10.835,0.4639999999999999,0.434,0.4024999999999999,0.6845,13.095,12.435,12.775,12.26,98.35,2.563,100.05,2.1535,114.65,3.5125,10.195,12.26,14.335,83.2,14.66,85.0,14.29,90.8,1008.0,1012.0,2
18,2015-09-11 17:00:00,11.965,11.605,11.614999999999998,10.67,0.4885,0.477,0.4445,0.6545000000000001,13.23,12.805,12.855,12.0,103.05,2.7105,104.9,2.6365,119.1,4.0685,10.295,12.385,14.475,83.1,14.25,86.19999999999999,14.16,90.05,1008.0,1012.0,2
19,2015-09-11 18:00:00,10.415,10.115,10.185,9.59,0.5455000000000001,0.544,0.546,0.7005,11.57,11.34,11.49,11.5,103.1,2.9955,105.7,2.7865,120.35,3.9295,8.75,10.695,12.645,81.8,14.0,85.55,14.145,87.05,1008.0,1012.0,2
20,2015-09-11 19:00:00,10.34,10.1,10.07,9.495,0.593,0.5615,0.6565000000000001,0.7715000000000001,11.58,11.465,11.4,11.255,109.05,2.7545,112.15,3.0575,126.5,4.066,8.685,10.62,12.56,81.75,13.6,86.8,13.82,87.65,1008.0,1012.0,2
21,2015-09-11 20:00:00,9.12,8.9,8.895,8.495,0.4765,0.4525,0.5155000000000001,0.563,10.19,9.91,10.04,9.88,109.1,2.5700000000000003,111.85,3.0405,126.3,3.7955,7.548500000000001,9.315,11.08,80.95,13.475,88.95,13.705,89.15,1007.0,1012.0,2
22,2015-09-11 21:00:00,6.126,6.0085,5.909,5.622999999999999,0.6085,0.6065,0.577,0.5055000000000001,7.649,7.580999999999999,7.499,7.124499999999999,111.65,4.633,114.45,4.653499999999999,127.9,5.1045,4.7555,6.302,7.858,75.39,13.265,90.0,13.475,89.4,1007.0,1011.5,2
23,2015-09-11 22:00:00,6.1755,6.0915,5.808,5.4175,0.4115,0.414,0.347,0.3635,7.422,7.423,6.840999999999999,6.293,116.45,3.769,119.8,3.7265,133.95,4.042,4.872999999999999,6.3895,7.91,76.055,13.27,90.1,13.39,90.45,1006.5,1011.0,2
24,2015-09-11 23:00:00,6.8655,6.7245,6.7940000000000005,6.422000000000001,0.4835,0.478,0.504,0.6145,7.9015,7.7655,7.913499999999999,7.8195,106.2,3.3785,109.35,3.8465,123.2,4.6435,5.747,7.0600000000000005,8.3755,81.35,13.31,88.94999999999999,13.5,89.25,1006.0,1010.0,2
25,2015-09-12 00:00:00,6.603999999999999,6.5065,6.2155000000000005,5.8365,0.3735,0.3994999999999999,0.405,0.461,7.708,7.5645,7.2965,7.141,116.8,3.3285,119.2,3.4815,132.25,4.2505,5.058,6.8100000000000005,8.559999999999999,74.12,12.745,89.7,12.995,89.6,1005.0,1009.0,3
26,2015-09-12 01:00:00,8.0475,7.8765,7.709999999999999,7.176,0.406,0.401,0.393,0.5549999999999999,9.045,8.995000000000001,8.647499999999999,8.5755,112.65,3.1085000000000003,114.6,3.0475,128.10000000000002,3.652,6.7515,8.3125,9.88,80.985,12.905,90.0,13.145,90.45,1004.0,1008.5,3
27,2015-09-12 02:00:00,8.71,8.510000000000002,8.504999999999999,7.976999999999999,0.3944999999999999,0.3894999999999999,0.4225,0.582,9.735,9.63,9.575,9.525,110.5,2.7835,112.75,2.6975,126.5,3.64,7.3915,8.965,10.535,82.5,13.02,90.25,13.295,90.2,1003.0,1007.5,3
28,2015-09-12 03:00:00,8.2085,8.029499999999999,7.8795,7.247999999999999,0.327,0.319,0.345,0.486,9.21,8.8,8.745000000000001,8.489,106.55,2.6245,108.8,2.4525,122.9,3.683,7.0845,8.503,9.925,83.1,13.17,90.5,13.33,91.1,1002.0,1006.5,3
29,2015-09-12 04:00:00,6.5595,6.433999999999999,6.191,5.7135,0.4725,0.4609999999999999,0.425,0.4455,7.606999999999999,7.528,7.246,6.7425,113.35,3.9785,117.3,4.5545,132.35,5.241,5.3055,6.7905,8.274000000000001,78.125,13.485,90.9,13.63,90.8,1001.5,1006.0,3
30,2015-09-12 05:00:00,6.3865,6.24,6.362,6.1035,0.298,0.294,0.3125,0.42,7.208,7.048,7.1105,7.048,100.75,3.4865,103.45,3.372,118.35,3.681,5.367,6.5215,7.676,82.4,13.455,94.9,13.57,95.0,1001.0,1005.0,3
31,2015-09-12 06:00:00,7.009,6.898,6.9095,6.3415,0.4255,0.429,0.4195,0.4965,8.316,8.125,8.227,7.711500000000001,110.05,4.104,110.35,3.4565,122.4,3.7315,5.888999999999999,7.3045,8.722999999999999,80.7,13.885000000000002,89.75,13.775,92.25,1000.0,1004.0,3
32,2015-09-12 07:00:00,11.175,10.97,10.865,10.295,1.014,0.9945,0.91,0.994,14.18,13.785,13.35,13.565,116.05,4.5055,118.4,4.272,131.0,4.946999999999999,8.6975,11.505,14.31,75.74000000000001,14.125,86.75,14.21,87.15,999.0,1003.0,3
33,2015-09-12 08:00:00,12.555,12.305,12.105,11.31,1.0135,0.979,1.054,1.0485,14.57,14.545,14.53,13.725,113.7,3.7935,116.65,3.587,130.25,4.5,9.9,12.955,16.015,76.22999999999999,13.96,88.19999999999999,14.035,88.55,998.0,1002.0,3
34,2015-09-12 09:00:00,14.12,13.87,13.87,13.05,1.0805,1.056,1.121,1.2055,17.145000000000003,16.57,16.87,16.715,117.15,4.353,120.25,4.705500000000001,133.35,5.515,11.405,14.555,17.71,78.425,14.245,84.25,14.355,84.75,997.0,1001.5,3
35,2015-09-12 10:00:00,14.655,14.325,14.4,13.43,1.0485,1.0465,1.0470000000000002,1.2675,17.195,17.03,16.585,16.2,115.1,3.6685,118.25,3.875,131.45,4.879,12.295,15.115,17.939999999999998,81.485,14.175,88.2,14.325,87.94999999999999,996.0,1000.0,3
36,2015-09-12 11:00:00,9.285,9.14,9.14,8.350000000000001,0.913,0.879,0.8885,0.935,11.695,11.47,11.71,11.335,124.0,5.825,124.75,4.791,136.55,5.3215,7.6395,9.7,11.76,78.75999999999999,14.125,92.9,14.145,92.85,996.0,1000.0,3
37,2015-09-12 12:00:00,6.606,6.5615000000000006,6.3025,5.545,0.6585000000000001,0.6275,0.6365000000000001,0.661,8.489999999999998,8.75,8.166,7.277,135.35,6.351,134.85,5.846500000000001,142.1,6.69,5.0120000000000005,7.0355,9.105,70.78999999999999,15.29,90.45,15.22,90.4,995.5,1000.0,3
38,2015-09-12 13:00:00,4.984500000000001,4.9725,4.7805,4.145,0.635,0.597,0.6125,0.6295,6.843999999999999,6.608,6.596,5.767,164.75,7.853,163.0,7.391,170.75,8.131499999999999,3.466,5.3705,7.4055,63.615,15.63,91.45,15.755,91.8,995.0,1000.0,3
39,2015-09-12 14:00:00,8.925,9.08,8.5745,7.968999999999999,1.31,1.287,1.3195,1.372,12.03,12.27,11.75,11.17,228.55,6.3095,228.2,6.608,243.1,8.6695,6.846500000000001,9.395,11.99,72.46000000000001,14.86,89.25,15.010000000000002,89.35,995.5,1000.0,3
40,2015-09-12 15:00:00,9.395,8.69,9.2,8.989999999999998,0.8885000000000001,1.037,0.828,0.874,11.57,11.1,11.825,11.65,234.55,5.7635000000000005,235.45,6.0185,256.0,6.4285,7.0495,9.525,12.02,74.0,14.6,83.19,14.73,83.405,996.0,1001.0,3
41,2015-09-12 16:00:00,11.1,10.035,10.95,10.625,1.7565,1.8065,1.6785,1.6305,14.55,14.135,14.6,14.17,239.45,5.272,240.8,5.6505,260.4,6.866,8.76,11.29,13.825,77.38,15.04,71.465,15.115,73.42500000000001,997.0,1001.0,3
42,2015-09-12 17:00:00,9.515,8.645,9.42,9.29,0.8095,1.0335,0.8195,0.8049999999999999,11.465,11.06,11.815,11.69,240.7,4.143000000000001,241.35,4.3765,260.1,6.3025,7.484999999999999,9.615,11.745,77.61500000000001,14.74,68.2,14.83,70.32,997.5,1001.5,3
43,2015-09-12 18:00:00,8.59,8.32,8.265,7.877,0.8275,1.031,0.815,0.8065,10.385,10.46,10.53,10.09,226.9,3.4825,228.2,3.9275,251.0,4.511,6.8345,8.825,10.82,77.4,14.185,67.36500000000001,14.26,70.645,998.0,1002.5,3
44,2015-09-12 19:00:00,9.035,9.085,8.171,7.287,0.3954999999999999,0.4,0.4679999999999999,0.507,10.125,10.22,9.37,8.91,223.9,2.348,224.9,3.1815,248.35,4.642,6.949999999999999,9.485,12.025,73.045,13.315,70.21000000000001,13.17,75.60499999999999,999.0,1003.0,3
45,2015-09-12 20:00:00,7.881500000000001,7.937,7.388,6.573,0.6105,0.5945,0.577,0.6074999999999999,9.0865,9.183,9.021,8.057500000000001,215.9,3.907,216.05,5.3345,238.7,8.882,5.943,8.3475,10.755,70.675,12.83,74.435,12.855,77.69,999.5,1004.0,3
46,2015-09-12 21:00:00,6.146,6.1815,5.6295,4.706,0.5740000000000001,0.5795,0.6185,0.6465000000000001,7.487999999999999,7.537000000000001,7.339,6.48,209.1,4.224,208.45,4.9915,226.05,6.803,4.71,6.6495,8.605,69.785,12.13,77.78,12.13,79.91499999999999,1000.0,1004.5,3
47,2015-09-12 22:00:00,6.5285,6.5495,5.881,4.675,0.595,0.602,0.592,0.586,7.8605,7.8605,7.018,5.988,201.15,3.0945,198.45,4.03,212.95,5.638,5.53,7.1325,8.79,76.62,12.04,78.815,11.655,81.6,1000.5,1005.0,3
48,2015-09-12 23:00:00,5.48,5.4505,4.9175,3.9045,0.4625,0.4375,0.4425,0.4425,6.683,6.65,6.0135000000000005,5.156499999999999,197.5,4.46,195.45,4.694000000000001,207.0,6.5285,4.294,5.984,7.742999999999999,70.04,11.445,81.44999999999999,11.23,82.8,1000.5,1005.0,3
49,2015-09-13 00:00:00,3.0735,3.012,2.6755,2.301,0.542,0.593,0.401,0.2925,4.4895,4.365,3.7595,3.1295,218.25,9.74,225.25,9.202,251.85,11.1,1.731,3.305,5.1850000000000005,48.22,10.96,82.4,11.02,84.05,1001.0,1005.0,4
50,2015-09-13 01:00:00,3.556,3.5745000000000005,3.164,2.896,0.4639999999999999,0.4605,0.4365,0.554,4.6165,4.763,4.3335,4.1305,202.25,7.5085,206.7,7.205,225.35,8.772,2.121,3.7585,5.5785,54.22,10.595,82.75,10.725,83.2,1001.0,1005.0,4
51,2015-09-13 02:00:00,4.188,4.1895,3.7295,3.3325,0.5835,0.567,0.5555,0.5705,5.667,5.677,5.1695,4.6645,203.7,5.971,206.5,6.5715,229.45,7.541,2.6145,4.446,6.449,56.48,10.735,79.815,10.895,80.9,1001.0,1005.0,4
52,2015-09-13 03:00:00,5.8635,5.8870000000000005,5.16,4.115,0.477,0.4575,0.475,0.4845,6.9455,6.920999999999999,6.452500000000001,5.292,191.3,4.5295000000000005,191.7,5.1485,209.8,6.885,4.459,6.411,8.3695,69.275,10.81,78.305,10.760000000000002,79.78999999999999,1000.5,1005.0,4
53,2015-09-13 04:00:00,4.328,4.3485000000000005,3.912500000000001,3.5380000000000003,0.482,0.4695,0.4355,0.4365,5.590999999999999,5.5245,5.0515,4.5205,199.05,6.05,201.4,6.865,220.95,9.335,2.864,4.586,6.4255,60.88,10.55,81.35,10.73,82.35,1001.0,1005.0,4
54,2015-09-13 05:00:00,4.467499999999999,4.451499999999999,3.955,3.121,0.3685,0.3615,0.3865,0.386,5.234999999999999,5.118,4.781,4.0875,186.15,3.788,187.25,4.1715,201.95,6.273,3.5165,4.884,6.266500000000001,71.735,10.34,82.15,10.31,83.05,1001.0,1005.0,4
55,2015-09-13 06:00:00,5.184,5.165,4.518,3.513,0.395,0.368,0.375,0.453,6.0905000000000005,5.956,5.422499999999999,4.5545,187.15,3.813,187.5,4.5135000000000005,203.0,6.2145,3.8955,5.6915,7.5005,68.065,10.385000000000002,82.95,10.4,83.8,1001.0,1005.0,4
56,2015-09-13 07:00:00,3.71,3.712,3.1785,2.468,0.416,0.405,0.4125,0.348,4.752,4.7545,4.1565,3.3245,180.0,5.0675,181.7,6.183,199.1,7.4735,2.6525,4.087,5.7645,59.63,10.83,81.80000000000001,10.91,82.4,1001.0,1005.0,4
57,2015-09-13 08:00:00,3.862,3.8395,3.7075,3.4305,0.3615,0.3505,0.389,0.442,4.786,4.7625,4.663,4.444,203.25,4.8205,206.4,5.136,228.95,7.2585,2.8925,4.032,5.189,69.535,11.51,79.87,11.79,80.14500000000001,1001.0,1005.0,4
58,2015-09-13 09:00:00,4.6395,4.6695,4.532,4.15,0.421,0.41,0.4445,0.541,5.7095,5.626,5.507,5.3515,204.05,4.941,206.2,5.2010000000000005,229.6,7.2165,3.599,4.9005,6.2075,73.16,12.85,76.32,13.2,77.035,1001.0,1005.0,4
59,2015-09-13 10:00:00,6.8705,6.846,6.734,6.025499999999999,0.644,0.6535,0.6305000000000001,0.843,8.675,8.52,8.225000000000001,7.915,188.35,6.8625,188.7,7.599,206.1,10.765,5.237,7.282500000000001,9.365,71.78,13.965,67.495,14.54,66.97999999999999,1000.0,1004.0,4
60,2015-09-13 11:00:00,6.452999999999999,6.468999999999999,6.394,5.6965,0.636,0.647,0.671,0.8425,7.9115,8.0195,7.744,7.548,200.05,8.3085,200.95,8.946,222.6,12.485,5.092499999999999,6.869,8.74,73.36,14.44,66.57,15.055,66.54,1000.0,1004.0,4
61,2015-09-13 12:00:00,5.54,5.4965,5.414,4.7115,1.0074999999999998,0.9915,1.062,1.1825,8.690000000000001,8.605,8.031500000000001,7.523,172.3,9.34,174.15,9.915,191.65,14.59,3.9485,5.951499999999999,8.066500000000001,64.945,15.245,63.51,16.015,61.235,999.0,1003.5,4
62,2015-09-13 13:00:00,4.494,4.4815000000000005,4.2815,3.8465,0.7885,0.7815,0.85,0.8085,6.5135000000000005,6.413,6.545,5.869,165.65,17.415,168.3,18.43,184.3,20.7,3.052,4.787,6.734,60.965,15.435,62.31,16.060000000000002,60.29,999.0,1003.0,4
63,2015-09-13 14:00:00,5.165,5.1215,5.1305,4.7170000000000005,0.761,0.74,0.841,0.8425,7.259,6.7605,6.781499999999999,6.4545,143.4,10.2815,145.6,10.409,159.8,13.4985,3.9935,5.4165,6.914,71.205,15.525,61.595,15.77,62.72500000000001,998.0,1002.5,4
64,2015-09-13 15:00:00,4.7565,4.634,4.8545,4.445,0.4955,0.494,0.5145,0.6990000000000001,5.9125,5.8545,5.7265,5.776,96.1,7.4605,95.4,5.3395,109.45,4.723,3.43,4.977,6.531000000000001,69.23500000000001,14.745,71.775,14.489999999999998,79.25999999999999,998.0,1002.0,4
65,2015-09-13 16:00:00,5.8535,5.695,6.0925,5.945,0.2965,0.2885,0.275,0.411,6.649,6.4385,6.748,6.827500000000001,96.55,3.3985000000000003,98.9,2.402,113.2,2.7590000000000003,4.4195,5.9465,7.4725,73.46000000000001,14.465,73.83,14.165,81.9,997.5,1002.0,4
66,2015-09-13 17:00:00,5.673500000000001,5.556,5.807,5.492,0.3765,0.376,0.3095,0.3405,6.606999999999999,6.591,6.714,6.463,99.7,2.83,101.75,2.828,114.6,3.151,3.9605,5.8465,7.733,67.765,14.135,75.54499999999999,13.815,83.4,997.0,1001.0,4
67,2015-09-13 18:00:00,5.5455,5.4265,5.722,5.545,0.3319999999999999,0.3325,0.2935,0.3575,6.48,6.371,6.596,6.4115,99.4,3.0035,102.65,2.845,117.25,3.465,4.299,5.6535,7.0085,76.05,13.75,77.895,13.615,84.0,997.0,1001.0,4
68,2015-09-13 19:00:00,5.471,5.3315,5.6745,5.5215,0.293,0.2905,0.239,0.3944999999999999,6.2005,6.108499999999999,6.3005,6.3355,97.9,2.374,101.85,2.0505,117.45,2.966,4.308,5.5595,6.811,77.47,13.325,77.19,13.33,83.45,997.0,1001.0,4
69,2015-09-13 20:00:00,5.8725000000000005,5.7475000000000005,5.7545,5.561,0.358,0.3409999999999999,0.3485,0.371,6.802,6.616,6.706,6.5225,99.65,3.3465,103.25,3.1585,118.25,4.1475,4.741,5.983499999999999,7.226,79.25999999999999,12.8,71.30000000000001,13.0,74.66999999999999,996.5,1001.0,4
70,2015-09-13 21:00:00,3.976,3.8735,4.226,4.2635000000000005,0.192,0.1865,0.1855,0.303,4.455500000000001,4.390499999999999,4.6965,4.952999999999999,103.3,2.856,112.55,2.1995,130.35000000000002,2.974,2.7165,3.9805,5.2465,67.81,12.455,70.88,12.23,75.33000000000001,996.0,1000.5,4
71,2015-09-13 22:00:00,2.3865,2.3120000000000003,2.713,2.403,0.1945,0.1845,0.1825,0.2055,2.914,2.774,3.169,2.807,97.15,6.009499999999999,119.45,2.708,142.05,3.1805,1.247,2.554,4.282,32.03,12.19,77.73,11.78,76.755,995.5,1000.0,4
72,2015-09-13 23:00:00,0.887,0.8935,1.1095000000000002,1.1315,0.125,0.124,0.141,0.193,1.1605,1.1745,1.4125,1.5094999999999998,209.95,10.5555,233.15,5.399,169.2,23.544,1.0475,0.9265,2.357,22.873,11.81,80.10499999999999,11.58,73.945,994.5,999.0,4
73,2015-09-14 00:00:00,1.8265,1.813,1.747,1.5195,0.32,0.3025,0.262,0.2985,2.4735,2.4945,2.316,2.23,158.2895,9.0955,330.45,5.873,341.4,9.4115,1.1965,1.965,2.849,55.555,11.84,87.0,11.925,85.0,994.0,998.0,5
74,2015-09-14 01:00:00,2.1545,2.162,2.1295,2.2345,0.3309999999999999,0.3305,0.283,0.3315,3.075,3.053,2.772,2.9595,316.95000000000005,8.522499999999999,299.0,7.7375,301.05,11.555,1.4425,2.1755,3.535,51.535,11.905,97.0,12.01,94.3,993.0,997.0,5
75,2015-09-14 02:00:00,4.29,4.306,4.123,3.9215,0.3755,0.3685,0.4145,0.458,5.15,5.135,5.3045,5.0205,319.70000000000005,6.8085,314.45,5.5600000000000005,325.75,6.6135,3.088,4.4555,5.8525,68.25,11.955,98.4,12.155,96.4,992.0,996.5,5
76,2015-09-14 03:00:00,6.267,6.284000000000001,6.165,5.92,0.5405,0.5285,0.491,0.5705,7.343500000000001,7.471,7.1785,7.0815,328.1,5.255,323.0,3.8825,336.2,9.352,5.029,6.461,7.8965,77.53999999999999,12.01,98.0,12.255,96.25,991.5,995.5,5
77,2015-09-14 04:00:00,5.7775,5.8015,5.68,5.556,0.425,0.4115,0.46,0.54,6.751,6.76,6.672000000000001,6.699999999999999,322.3,4.646,319.7,4.5025,334.15,9.028,4.622,5.9245,7.3135,76.96000000000001,11.79,98.55,12.135,96.45,991.0,995.0,5
78,2015-09-14 05:00:00,4.053,4.096500000000001,4.033,4.0295,0.353,0.3485,0.3595,0.4505,4.769,4.8985,4.941,5.071999999999999,308.6,6.9075,304.45000000000005,6.0305,314.95,8.082,2.8545,4.151,5.523,66.235,11.59,98.75,11.97,96.55,990.5,994.5,5
79,2015-09-14 06:00:00,3.3965,3.4135,3.2515,3.22,0.4785,0.501,0.4705,0.4479999999999999,4.498,4.6955,4.4350000000000005,4.181,289.8,15.3035,283.54999999999995,13.96,294.75,14.260000000000002,2.1355,3.517,5.3615,50.84,11.385,98.15,11.73,96.05,990.0,994.0,5
80,2015-09-14 07:00:00,2.77,2.731,3.124,3.2545,0.3645,0.3975,0.28,0.2445,3.5915,3.5445,3.692,3.8165,222.25,6.676,218.95,4.478,238.75,6.0985,1.663,2.793,4.0305,56.25,11.025,98.25,11.29,96.6,989.0,993.5,5
81,2015-09-14 08:00:00,2.6835,2.475,2.9975,3.2755,0.198,0.2744999999999999,0.1965,0.1795,3.177,3.1465,3.4305000000000003,3.6975,240.15,6.042999999999999,234.25,4.742,252.4,4.683,1.633,2.5965,3.6265,61.285,11.265,97.45,11.43,96.0,989.0,993.0,5
82,2015-09-14 09:00:00,0.979,0.975,0.965,0.994,0.2185,0.2115,0.1975,0.25,1.5165,1.403,1.4975,1.679,315.4,5.638999999999999,298.05,26.795,282.7,32.56,0.747,1.012,1.949,32.775000000000006,12.59,95.7,12.865,93.7,989.0,993.0,5
83,2015-09-14 10:00:00,1.2755,1.2815,1.241,1.129,0.2214999999999999,0.2125,0.199,0.2525,1.7625,1.8175,1.7165,1.8485,174.19,11.835,168.97,12.454999999999998,189.205,18.345,0.7845,1.3795,2.1085000000000003,51.105,13.085,92.75,13.46,91.05,988.0,993.0,5
84,2015-09-14 11:00:00,2.37,2.3985,1.9635,2.182,0.296,0.2115,0.2395,0.2239999999999999,3.0495,2.901,2.5775,2.6885000000000003,60.955,3.957,63.8,3.7915,84.15,3.9485,1.198,2.3345,4.5525,31.54,12.765,93.95,13.225,91.85,988.0,992.0,5
85,2015-09-14 12:00:00,2.938,3.0425,2.696,2.8765,0.277,0.2235,0.3755,0.2935,3.6425,3.6205,3.633,3.706,61.22,5.15,62.95,4.9350000000000005,80.0,5.428,1.6345,3.002,5.205,38.64,12.71,91.25,12.99,91.1,988.0,992.0,5
86,2015-09-14 13:00:00,3.791,3.7125,3.1335,3.5215,0.3715,0.3135,0.436,0.4195,4.6335,4.543,4.283,4.393,66.25999999999999,5.1245,69.815,5.2255,88.3,5.528499999999999,1.8245,3.6395,7.17,24.200000000000003,12.65,94.85,13.025,92.75,987.0,991.5,5
87,2015-09-14 14:00:00,4.268000000000001,4.416,3.947,4.083,0.435,0.349,0.5075,0.4765,5.269,5.1775,4.907500000000001,5.131,62.495000000000005,4.0735,66.325,3.9045,85.18,4.8345,2.617,4.421,7.2135,55.32,12.725,94.3,13.075,92.15,951.5,955.5,5
88,2015-09-14 15:00:00,4.1715,4.044,3.845,3.6395,0.3565,0.349,0.5115,0.5005000000000001,4.9895,4.8645,4.9245,4.843,74.09,4.038,78.16,4.274,96.85,4.7635000000000005,2.642,4.2675,6.501,52.715,12.625,95.05,12.98,93.2,987.0,991.0,5
89,2015-09-14 16:00:00,3.9555,3.8485,3.937,3.701,0.3115,0.3275,0.3199999999999999,0.4,4.7355,4.7205,4.670999999999999,4.631,83.80000000000001,4.478,88.30000000000001,4.693,105.3,5.6115,3.0835,4.0835,5.0845,75.505,12.425,94.15,12.79,92.3,986.5,991.0,5
